"","Phase","recat"
"19723","G1","G1"
"19724","G1","G1"
"19725","S","G1"
"19726","G1","G1"
"19727","G1","G1"
"19728","G1","G1S"
"19729","G1","G1"
"19730","G1","G1"
"19731","G1","G1"
"19732","G1","G1"
"19733","G2M","M"
"19734","G1","G1"
"19735","S","G1"
"19736","G1","G1"
"19737","G2M","M"
"19738","G1","G1"
"19739","G1","G1"
"19740","G1","G1"
"19741","G2M","G2M"
"19742","G1","G1"
"19743","G2M","M"
"19744","G2M","G2M"
"19745","S","G1"
"19746","S","G1"
"19747","S","G1S"
"19748","S","G1"
"19749","S","G1S"
"19750","G2M","M"
"19751","G2M","M"
"19752","S","G1S"
"19753","G1","G1"
"19754","G1","G1"
"19755","S","G1"
"19756","G1","G1"
"19757","G1","G1"
"19758","G2M","M"
"19759","G2M","M"
"19760","G1","G1"
"19761","S","G1"
"19762","S","G1"
"19763","G1","G1"
"19764","G1","G1"
"19765","G1","G1"
"19766","G1","G1"
"19767","G1","G1"
"19768","S","G1"
"19769","S","G1S"
"19770","G1","G1"
"19771","G1","G1"
"19772","G2M","M"
"19773","S","G1"
"19774","S","G1S"
"19775","S","G1"
"19776","G1","G1"
"19777","G1","G1"
"19778","S","G1S"
"19779","S","G1"
"19780","G1","G1"
"19781","S","G1"
"19782","G2M","G2M"
"19783","G1","G1"
"19784","G2M","M"
"19785","G2M","G2M"
"19786","G1","M"
"19787","G2M","M"
"19788","G1","G1"
"19789","G1","G1"
"19790","S","G1S"
"19791","G1","G1"
"19792","G1","G1"
"19793","G1","G1"
"19794","S","G2M"
"19795","G2M","S"
"19796","G1","G1"
"19797","G1","G1"
"19798","S","G1S"
"19799","G1","G1"
"19800","S","G1"
"19801","G1","G1"
"19802","G1","G1"
"19803","G1","G1"
"19804","S","G1"
"19805","G2M","M"
"19806","G1","G1"
"19807","G1","G1"
"19808","G1","G1"
"19809","S","G1S"
"19810","G1","G1"
"19811","S","S"
"19812","G2M","M"
"19813","G2M","G1S"
"19814","S","G1S"
"19815","G1","G1"
"19816","G2M","G1"
"19817","S","G1"
"19818","G1","G1"
"19819","S","G1"
"19820","S","G1S"
"19821","S","G1"
"19822","G2M","M"
"19823","G1","G1"
"19824","G2M","G2M"
"19825","G1","G1"
"19826","G2M","M"
"19827","S","G1"
"19828","G2M","M"
"19829","G1","G1"
"19830","G2M","M"
"19831","S","G1"
"19832","G1","G1"
"19833","G1","G1"
"19834","S","G1S"
"19835","G1","G1"
"19836","G1","G1"
"19837","G1","G1"
"19838","S","G1"
"19839","G1","G1"
"19840","G1","G1"
"19841","G1","G1"
"19842","G2M","G2"
"19843","G2M","M"
"19844","G1","G1"
"19845","S","G1"
"19846","S","G1"
"19847","G1","G1"
"19848","G1","G1"
"19849","G1","G1"
"19850","G2M","M"
"19851","G1","G1"
"19852","G1","G1"
"19853","S","G1"
"19854","G1","G1"
"19855","G1","G1"
"19856","G1","G1"
"19857","G2M","M"
"19858","G2M","M"
"19859","G1","G1"
"19860","G1","G1"
"19861","G2M","G2"
"19862","G2M","M"
"19863","G1","G1"
"19864","G1","G1"
"19865","G1","G1"
"19866","S","G1"
"19867","G1","G1"
"19868","G1","G1"
"19869","G2M","M"
"19870","G1","G1"
"19871","G1","G1"
"19872","G1","G1"
"19873","G1","G1"
"19874","S","G1"
"19875","G1","G1"
"19876","S","G1"
"19877","G1","G1"
"19878","G1","G1"
"19879","S","G1"
"19880","G2M","M"
"19881","S","G1S"
"19882","G1","G1"
"19883","G1","G1"
"19884","G1","G1"
"19885","G1","G1"
"19886","S","G1"
"19887","G2M","M"
"19888","G2M","G2"
"19889","G1","G1"
"19890","S","G1S"
"19891","S","G1"
"19892","S","G1"
"19893","S","G1"
"19894","G2M","M"
"19895","G1","G1"
"19896","S","G1S"
"19897","S","G1S"
"19898","G1","G1"
"19899","G1","G1"
"19900","S","G1"
"19901","G1","G1"
"19902","S","G1S"
"19903","S","G1S"
"19904","S","G1"
"19905","G1","G1"
"19906","S","G1"
"19907","G1","G1"
"19908","S","G1"
"19909","S","G1S"
"19910","S","G2"
"19911","S","G1"
"19912","G1","G1"
"19913","G2M","M"
"19914","G1","G1"
"19915","G1","G1"
"19916","S","G1"
"19917","G2M","M"
"19918","G2M","M"
"19919","G1","G1"
"19920","S","G1"
"19921","G2M","M"
"19922","S","G1"
"19923","G1","G1"
"19924","G1","G1"
"19925","G2M","M"
"19926","G1","G1"
"19927","G1","G1"
"19928","S","G1"
"19929","G2M","M"
"19930","G2M","M"
"19931","G1","G1"
"19932","S","G1S"
"19933","G2M","M"
"19934","G1","G1S"
"19935","S","G1"
"19936","G1","G1"
"19937","S","G1S"
"19938","S","G1S"
"19939","G1","G1"
"19940","G1","G1"
"19941","G2M","G2M"
"19942","S","G1S"
"19943","G2M","M"
"19944","G1","G1"
"19945","G2M","G2M"
"19946","S","G1"
"19947","G1","G1"
"19948","G1","G1"
"19949","S","G1"
"19950","G1","G1"
"19951","S","G1"
"19952","G1","G1"
"19953","G1","G1"
"19954","G2M","G2"
"19955","G2M","S"
"19956","G1","G1"
"19957","G1","G1"
"19958","G1","G1"
"19959","S","G1S"
"19960","G2M","M"
"19961","G1","G1"
"19962","S","G2M"
"19963","G1","G1"
"19964","G2M","M"
"19965","G1","G1"
"19966","G1","G1"
"19967","G2M","G2"
"19968","S","G1S"
"19969","S","G1"
"19970","G1","G1"
"19971","S","G1S"
"19972","S","G1S"
"19973","S","G1S"
"19974","G1","G1"
"19975","G1","G1"
"19976","S","G1"
"19977","G2M","G1S"
"19978","G1","G1"
"19979","G1","G1"
"19980","S","G1S"
"19981","G1","G1"
"19982","G1","G1"
"19983","G1","G1"
"19984","G2M","S"
"19985","G2M","G1"
"19986","G1","G1"
"19987","G1","G1"
"19988","S","G1"
"19989","G1","G1"
"19990","G1","G1"
"19991","G1","G1"
"19992","G2M","M"
"19993","G1","G1"
"19994","G1","G1"
"19995","G2M","G2M"
"19996","G1","G1"
"19997","S","G1S"
"19998","G1","G1"
"19999","S","G1S"
"20000","G2M","M"
"20001","S","G1S"
"20002","S","G1"
"20003","G2M","M"
"20004","S","G1"
"20005","G1","M"
"20006","G1","G1"
"20007","G1","G1"
"20008","S","G1"
"20009","G2M","M"
"20010","G1","G1"
"20011","G1","G1"
"20012","G1","G1"
"20013","S","G1"
"20014","G2M","M"
"20015","G1","G1"
"20016","G2M","M"
"20017","G1","G1"
"20018","G2M","G2M"
"20019","G1","G1"
"20020","G1","G1"
"20021","S","G1"
"20022","G1","G1"
"20023","S","G1S"
"20024","G2M","M"
"20025","G2M","M"
"20026","G1","G1"
"20027","G1","G1"
"20028","S","G1"
"20029","G1","G1"
"20030","S","G1S"
"20031","G2M","G2"
"20032","S","G1S"
"20033","G1","M"
"20034","G1","G1"
"20035","G1","G1"
"20036","G2M","G2M"
"20037","G2M","M"
"20038","S","G1"
"20039","G2M","M"
"20040","G1","G1"
"20041","G2M","M"
"20042","G2M","M"
"20043","G1","G1"
"20044","G1","G1"
"20045","S","G1S"
"20046","G2M","G1"
"20047","S","G1S"
"20048","G1","G1"
"20049","G1","G1"
"20050","G1","G1"
"20051","G1","G1"
"20052","G1","G1"
"20053","S","G2"
"20054","S","G1"
"20055","G1","G1"
"20056","G2M","M"
"20057","G2M","M"
"20058","S","G1"
"20059","S","G1"
"20060","S","G2"
"20061","G1","G1"
"20062","G1","G1"
"20063","G1","G1"
"20064","S","G1"
"20065","G1","G1"
"20066","G2M","G1"
"20067","S","G1"
"20068","G1","G1"
"20069","S","G1S"
"20070","S","G1S"
"20071","G1","G1"
"20072","S","G1"
"20073","G1","G1"
"20074","S","G1"
"20075","G1","G1"
"20076","G1","G1"
"20077","S","G1S"
"20078","G1","G1"
"20079","G1","G1"
"20080","S","G1"
"20081","G1","G1"
"20082","G1","G1"
"20083","S","G1S"
"20084","G1","G1"
"20085","S","G1"
"20086","S","G1"
"20087","G1","G1"
"20088","G1","G1S"
"20089","G1","G1"
"20090","G1","G1"
"20091","G1","G1"
"20092","G2M","M"
"20093","G2M","M"
"20094","G1","G1"
"20095","G2M","G2"
"20096","S","G1"
"20097","S","G1"
"20098","G1","G1"
"20099","S","G1S"
"20100","S","G1S"
"20101","S","S"
"20102","G2M","G2M"
"20103","G1","G1"
"20104","S","G1S"
"20105","G1","G1"
"20106","G2M","M"
"20107","G1","G1"
"20108","G1","G1"
"20109","G1","G1"
"20110","G2M","M"
"20111","G1","G1"
"20112","G1","G1"
"20113","S","G1S"
"20114","S","G1"
"20115","G2M","M"
"20116","S","G1S"
"20117","G1","G1"
"20118","G2M","G1"
"20119","G1","G1"
"20120","G1","G1"
"20121","S","G1"
"20122","G2M","G2M"
"20123","G1","G1"
"20124","G1","G1"
"20125","G1","G1"
"20126","G1","G1"
"20127","G2M","G1S"
"20128","G1","G1"
"20129","S","G1S"
"20130","G1","G1"
"20131","G2M","M"
"20132","S","G1"
"20133","S","G1S"
"20134","S","G1"
"20135","S","G1"
"20136","G1","G1"
"20137","S","G1S"
"20138","G1","G1"
"20139","G1","G1"
"20140","G1","G1"
"20141","G2M","G2M"
"20142","G1","G1"
"20143","G1","G1"
"20144","G1","G1"
"20145","G1","G1"
"20146","S","G1S"
"20147","G1","G1"
"20148","G1","G1"
"20149","G1","G1"
"20150","G1","G1"
"20151","S","G1"
"20152","S","G1"
"20153","G2M","G1S"
"20154","G1","G1"
"20155","G1","G1"
"20156","G1","G1"
"20157","S","G1S"
"20158","G1","G1"
"20159","S","S"
"20160","S","G1"
"20161","G1","G1"
"20162","G1","G1"
"20163","G2M","G2"
"20164","S","G1S"
"20165","G2M","M"
"20166","S","G1"
"20167","G1","G1"
"20168","G1","G1S"
"20169","G1","G1"
"20170","G1","G1"
"20171","S","G1"
"20172","G1","G1S"
"20173","G2M","M"
"20174","G2M","M"
"20175","G1","G1"
"20176","S","S"
"20177","S","G1"
"20178","G2M","G2M"
"20179","S","G1"
"20180","G1","G1"
"20181","G1","G1"
"20182","G2M","G1"
"20183","S","G1"
"20184","G2M","M"
"20185","G2M","G2"
"20186","G2M","M"
"20187","G2M","M"
"20188","G2M","M"
"20189","S","G1S"
"20190","G2M","M"
"20191","G2M","M"
"20192","S","G1"
"20193","G1","G1"
"20194","S","G1"
"20195","G2M","G1"
"20196","G1","G1"
"20197","G1","G1"
"20198","G2M","M"
"20199","S","G1S"
"20200","G1","G1"
"20201","G1","G1"
"20202","G2M","G2M"
"20203","S","G1S"
"20204","G2M","M"
"20205","G1","G1"
"20206","G2M","G2"
"20207","G1","G1"
"20208","G1","G1"
"20209","G1","G1"
"20210","S","G1S"
"20211","G2M","G2M"
"20212","G2M","G1S"
"20213","G2M","M"
"20214","G1","G1"
"20215","G1","G1"
"20216","G1","G1"
"20217","G1","G1"
"20218","G1","G1"
"20219","G1","G1"
"20220","S","G1S"
"20221","G1","G1"
"20222","S","G1"
"20223","G2M","G1S"
"20224","G1","G1"
"20225","S","G1S"
"20226","S","G1"
"20227","G1","G1"
"20228","G1","G1"
"20229","G1","G1"
"20230","G1","G1"
"20231","G2M","M"
"20232","G2M","M"
"20233","G1","G1"
"20234","G1","G1S"
"20235","G1","G1"
"20236","G1","G1"
"20237","G1","G1"
"20238","G2M","G2"
"20239","G2M","M"
"20240","G1","G1"
"20241","G1","G1"
"20242","G2M","G1"
"20243","G2M","G2"
"20244","G2M","M"
"20245","G2M","M"
"20246","S","G1"
"20247","G2M","G1S"
"20248","S","G1"
"20249","G1","G1"
"20250","S","G1"
"20251","S","G1"
"20252","S","G1"
"20253","G1","G1"
"20254","S","G1S"
"20255","G1","G1"
"20256","G2M","G1"
"20257","G2M","M"
"20258","G1","G1S"
"20259","G1","G1"
"20260","S","G1"
"20261","G1","G1"
"20262","G1","G1"
"20263","G1","G1"
"20264","G1","G1"
"20265","G1","G1"
"20266","S","G1S"
"20267","G1","G1"
"20268","S","G1S"
"20269","S","G1S"
"20270","G1","G1"
"20271","G2M","M"
"20272","S","G1"
"20273","G1","G1"
"20274","G2M","M"
"20275","G1","G1"
"20276","G1","G1"
"20277","G2M","G2"
"20278","G1","G1"
"20279","G2M","M"
"20280","G2M","M"
"20281","G2M","M"
"20282","G1","G1"
"20283","G2M","M"
"20284","S","G1S"
"20285","G1","G1"
"20286","G1","G1"
"20287","G1","G1"
"20288","G1","G1"
"20289","G1","G1"
"20290","G2M","G2M"
"20291","G1","G1"
"20292","G1","G1"
"20293","G1","G1"
"20294","G1","G1"
"20295","G1","G1"
"20296","G1","G1"
"20297","G1","G1"
"20298","S","G1"
"20299","G2M","M"
"20300","G1","G1"
"20301","S","G1"
"20302","G1","G1"
"20303","S","G1"
"20304","G1","G1"
"20305","G2M","S"
"20306","G1","G1"
"20307","G1","G1"
"20308","G1","G1"
"20309","G2M","M"
"20310","G1","G1"
"20311","G1","G1"
"20312","G2M","M"
"20313","G2M","G2"
"20314","S","G1"
"20315","G2M","M"
"20316","G1","G1"
"20317","G2M","G1"
"20318","G1","G1"
"20319","S","G1S"
"20320","G1","G1"
"20321","G1","G1"
"20322","S","G1"
"20323","G2M","G2M"
"20324","S","G1S"
"20325","S","G1"
"20326","S","G1"
"20327","G1","G1"
"20328","S","G1"
"20329","G1","G1"
"20330","S","G1"
"20331","G1","G1"
"20332","S","G1"
"20333","G1","G1"
"20334","G1","G1"
"20335","G1","G1"
"20336","S","G1S"
"20337","S","S"
"20338","G1","G1"
"20339","G1","G1"
"20340","G1","G1"
"20341","G1","G1"
"20342","S","G1S"
"20343","S","G1"
"20344","G1","G1"
"20345","G1","G1"
"20346","G1","G1"
"20347","G1","G1"
"20348","S","G1"
"20349","G1","G1"
"20350","S","G1S"
"20351","S","G1S"
"20352","S","G1S"
"20353","G1","G1"
"20354","G1","G1"
"20355","G1","G1"
"20356","G1","G1"
"20357","G2M","M"
"20358","G1","M"
"20359","S","G1"
"20360","G1","G1"
"20361","G1","G1"
"20362","G1","G1"
"20363","G2M","G1"
"20364","G1","G1"
"20365","G1","G1"
"20366","G1","G1"
"20367","G1","G1"
"20368","G2M","G1"
"20369","G1","M"
"20370","G1","G1"
"20371","G1","G1"
"20372","G1","G1"
"20373","G2M","M"
"20374","G2M","M"
"20375","G2M","S"
"20376","G1","G1"
"20377","G2M","S"
"20378","G2M","G1"
"20379","G2M","M"
"20380","S","G1"
"20381","G1","G1"
"20382","G1","G1"
"20383","G1","G1"
"20384","G2M","G2"
"20385","G2M","G2M"
"20386","G2M","G1S"
"20387","G1","G1"
"20388","G1","G1"
"20389","G1","G1"
"20390","G2M","M"
"20391","G1","G1"
"20392","G2M","G1"
"20393","G1","G1"
"20394","G1","G1"
"20395","G1","G1"
"20396","G2M","M"
"20397","G2M","G1"
"20398","S","G1"
"20399","G1","G1"
"20400","G1","G1"
"20401","G1","G1"
"20402","S","G1S"
"20403","G2M","M"
"20404","S","G1S"
"20405","S","G1"
"20406","G2M","M"
"20407","G1","G1"
"20408","G2M","M"
"20409","G1","G1"
"20410","S","G1S"
"20411","G1","G1"
"20412","G2M","M"
"20413","G1","G1"
"20414","G1","G1"
"20415","G1","G1"
"20416","G1","G1"
"20417","G1","G1"
"20418","G1","G1"
"20419","G2M","G2"
"20420","S","G1S"
"20421","G2M","M"
"20422","G2M","M"
"20423","G1","G1"
"20424","G1","G1"
"20425","G1","G1"
"20426","S","G1"
"20427","S","G1"
"20428","G2M","S"
"20429","G1","M"
"20430","S","G1"
"20431","G1","G1"
"20432","G2M","M"
"20433","G2M","M"
"20434","G2M","M"
"20435","G1","G1"
"20436","G1","G1"
"20437","S","G1S"
"20438","S","G1"
"20439","G1","G1"
"20440","G1","G1"
"20441","G1","G1"
"20442","G1","G1"
"20443","G2M","M"
"20444","G2M","M"
"20445","G2M","G2"
"20446","S","G1"
"20447","G2M","M"
"20448","G1","G1"
"20449","S","G1S"
"20450","S","G1S"
"20451","G1","G1"
"20452","G1","M"
"20453","G1","G1"
"20454","S","G1"
"20455","S","G1"
"20456","G1","G1"
"20457","G1","G1"
"20458","G1","G1"
"20459","S","G1S"
"20460","S","G1S"
"20461","S","G1"
"20462","G1","G1"
"20463","S","G1S"
"20464","G1","G1S"
"20465","G1","G1"
"20466","G1","G1"
"20467","G1","G1"
"20468","S","G1"
"20469","G1","G1"
"20470","G2M","M"
"20471","G1","G1"
"20472","G2M","G2M"
"20473","G1","M"
"20474","G2M","G2"
"20475","G2M","M"
"20476","G1","G1"
"20477","S","G1S"
"20478","G1","G1"
"20479","G2M","M"
"20480","S","G1"
"20481","G1","G1"
"20482","G1","G1"
"20483","G2M","M"
"20484","G2M","M"
"20485","G1","G1"
"20486","G1","G1"
"20487","S","G1"
"20488","G2M","G1S"
"20489","G1","G1"
"20490","G1","G1"
"20491","S","G1"
"20492","S","G1S"
"20493","G1","G1"
"20494","G2M","M"
"20495","G1","G1"
"20496","G1","G1"
"20497","S","G1"
"20498","G2M","M"
"20499","G1","G1"
"20500","S","G1S"
"20501","S","G1S"
"20502","G1","G1"
"20503","G1","G1"
"20504","S","G1S"
"20505","G1","G1"
"20506","G2M","G2M"
"20507","S","G1"
"20508","S","G1S"
"20509","G2M","M"
"20510","G1","G1"
"20511","G1","G1"
"20512","G1","G1"
"20513","G2M","S"
"20514","G1","G1"
"20515","S","G1S"
"20516","G1","G1"
"20517","S","G1S"
"20518","G2M","M"
"20519","G2M","M"
"20520","G2M","M"
"20521","S","G1S"
"20522","S","G1S"
"20523","G2M","M"
"20524","S","G1S"
"20525","G1","G1"
"20526","S","G1"
"20527","G2M","M"
"20528","G1","G1"
"20529","S","G2"
"20530","G1","G1"
"20531","S","G1"
"20532","G1","G1"
"20533","G2M","M"
"20534","G1","G1"
"20535","G2M","M"
"20536","G1","G1"
"20537","G2M","M"
"20538","S","G1"
"20539","G1","G1"
"20540","G1","G1"
"20541","S","G1S"
"20542","G1","G1"
"20543","G1","G1"
"20544","G1","G1"
"20545","S","G1"
"20546","G2M","G1S"
"20547","G2M","M"
"20548","G2M","M"
"20549","G2M","G1"
"20550","S","G1"
"20551","G1","G1"
"20552","G1","G1"
"20553","G2M","M"
"20554","S","G1"
"20555","G1","G1"
"20556","G1","G1"
"20557","G1","G1"
"20558","G2M","M"
"20559","G1","G1"
"20560","G1","G1"
"20561","G1","G1"
"20562","S","G1"
"20563","S","G1"
"20564","G1","G1"
"20565","G1","G1"
"20566","G2M","M"
"20567","G1","G1"
"20568","G1","G1"
"20569","S","G1"
"20570","G2M","G1S"
"20571","G1","G1"
"20572","S","G1S"
"20573","S","G1"
"20574","S","G1S"
"20575","S","G1S"
"20576","S","G1S"
"20577","G2M","M"
"20578","G1","G1"
"20579","G1","G1"
"20580","G1","G1"
"20581","G1","G1"
"20582","G1","G1"
"20583","G2M","M"
"20584","G1","G1"
"20585","G2M","G2M"
"20586","G1","G1"
"20587","S","G1S"
"20588","S","G1S"
"20589","G1","G1"
"20590","G1","G1"
"20591","G2M","M"
"20592","G2M","M"
"20593","G1","G1"
"20594","G1","G1"
"20595","G1","G1"
"20596","G1","G1"
"20597","G1","G1"
"20598","G2M","M"
"20599","G1","G1"
"20600","G1","G1"
"20601","S","G1S"
"20602","G1","G1"
"20603","S","G1S"
"20604","G1","G1"
"20605","S","G1"
"20606","G1","G1"
"20607","G1","G1"
"20608","S","G1"
"20609","G1","G1"
"20610","G1","G1"
"20611","S","G1S"
"20612","G1","G1"
"20613","G2M","M"
"20614","G1","G1"
"20615","G2M","M"
"20616","G1","G1"
"20617","G1","G1"
"20618","G1","G1"
"20619","G1","G1"
"20620","S","G1S"
"20621","S","G1"
"20622","S","G1"
"20623","S","G1S"
"20624","G2M","M"
"20625","S","G1S"
"20626","G2M","M"
"20627","G1","G1S"
"20628","G1","G1"
"20629","S","G1"
"20630","S","G1"
"20631","G1","G1"
"20632","G1","G1"
"20633","G1","G1"
"20634","G2M","G2"
"20635","G1","G1"
"20636","S","G1S"
"20637","S","G1"
"20638","G1","G1"
"20639","G2M","M"
"20640","G1","M"
"20641","G2M","M"
"20642","G1","G1"
"20643","S","G1"
"20644","G1","G1"
"20645","G1","G1"
"20646","G2M","M"
"20647","S","G1S"
"20648","G1","G1"
"20649","G2M","M"
"20650","G1","G1"
"20651","G1","G1"
"20652","G1","G1"
"20653","G2M","M"
"20654","G1","G1"
"20655","S","G1"
"20656","G1","G1"
"20657","G1","G1"
"20658","S","G1S"
"20659","G1","G1"
"20660","S","G1"
"20661","G1","G1"
"20662","G2M","M"
"20663","S","G1"
"20664","S","G1"
"20665","G1","G1"
"20666","G2M","G1"
"20667","G2M","M"
"20668","S","G1S"
"20669","G1","G1"
"20670","G1","G1"
"20671","G2M","G2M"
"20672","G1","G1"
"20673","G2M","M"
"20674","G1","G1"
"20675","S","G1S"
"20676","S","G1"
"20677","G1","G1"
"20678","G1","G1"
"20679","G1","G1"
"20680","G1","G1"
"20681","G1","G1"
"20682","S","G1"
"20683","S","G1"
"20684","G1","G1"
"20685","S","G1"
"20686","G1","G1"
"20687","G1","G1"
"20688","G1","G1"
"20689","S","G1"
"20690","G1","G1"
"20691","S","G1"
"20692","S","G1S"
"20693","G2M","G2"
"20694","G1","G1"
"20695","G1","G1"
"20696","S","G1S"
"20697","S","G1"
"20698","S","G1S"
"20699","G1","G1"
"20700","S","G1S"
"20701","G1","G1"
"20702","G1","G1"
"20703","G1","G1"
"20704","G2M","G2M"
"20705","G1","G1"
"20706","G2M","G2"
"20707","G2M","M"
"20708","G1","G1"
"20709","S","S"
"20710","G1","G1S"
"20711","G1","G1"
"20712","G1","G1"
"20713","S","G1"
"20714","S","G1S"
"20715","G2M","M"
"20716","G1","G1"
"20717","G2M","M"
"20718","G2M","M"
"20719","S","G1S"
"20720","S","G1S"
"20721","G1","G1"
"20722","G2M","M"
"20723","S","G1S"
"20724","G2M","G1"
"20725","G2M","M"
"20726","S","G1"
"20727","G1","G1"
"20728","S","G1"
"20729","G1","G1"
"20730","G1","G1"
"20731","G1","G1"
"20732","S","G1S"
"20733","G2M","M"
"20734","G2M","G2"
"20735","G1","M"
"20736","G1","G1"
"20737","G1","G1"
"20738","G2M","M"
"20739","G1","G1"
"20740","G1","G1"
"20741","G2M","G1S"
"20742","G2M","G1S"
"20743","G1","G1"
"20744","G1","G1"
"20745","G2M","M"
"20746","G1","G1"
"20747","G1","G1"
"20748","G2M","M"
"20749","G1","G1"
"20750","G1","G1"
"20751","G1","G1"
"20752","S","G1"
"20753","S","G1S"
"20754","G2M","M"
"20755","G2M","G2M"
"20756","G1","G1"
"20757","G1","G1"
"20758","G1","G1"
"20759","G1","G1"
"20760","S","G1S"
"20761","S","G1"
"20762","S","G1"
"20763","S","G1S"
"20764","G1","G1"
"20765","G1","G1"
"20766","G1","G1"
"20767","G1","G1"
"20768","G1","G1"
"20769","G2M","M"
"20770","S","G1S"
"20771","G2M","M"
"20772","S","G1S"
"20773","S","M"
"20774","G1","G1"
"20775","G1","G1"
"20776","G2M","M"
"20777","G1","G1"
"20778","G2M","M"
"20779","G1","G1"
"20780","G2M","G2M"
"20781","G1","G1"
"20782","G2M","M"
"20783","G1","G1"
"20784","G2M","M"
"20785","S","G1S"
"20786","G1","G1"
"20787","S","G1S"
"20788","S","G1S"
"20789","G1","G1"
"20790","G1","G1"
"20791","S","G1"
"20792","S","G1S"
"20793","G1","G1"
"20794","G2M","M"
"20795","S","G1"
"20796","G1","G1"
"20797","G1","G1"
"20798","G2M","M"
"20799","S","G1S"
"20800","S","G1"
"20801","G1","G1"
"20802","S","G1S"
"20803","G2M","G1"
"20804","G1","G1"
"20805","G1","M"
"20806","G1","G1"
"20807","S","G1S"
"20808","G1","G1"
"20809","G1","G1"
"20810","S","G1S"
"20811","G2M","M"
"20812","S","G1S"
"20813","G2M","M"
"20814","S","G1"
"20815","G1","G1"
"20816","S","S"
"20817","G1","G1"
"20818","G2M","M"
"20819","S","G1S"
"20820","G1","G1"
"20821","G1","G1"
"20822","G2M","G2"
"20823","G1","G1"
"20824","G1","G1"
"20825","S","G1S"
"20826","S","G1"
"20827","G2M","M"
"20828","S","G1"
"20829","G2M","G1S"
"20830","S","G1S"
"20831","S","G1"
"20832","S","G1"
"20833","G1","G1"
"20834","G1","G1"
"20835","G1","G1"
"20836","G1","G1"
"20837","G2M","M"
"20838","S","G1S"
"20839","S","G1"
"20840","G2M","G1"
"20841","S","G1"
"20842","G1","G1"
"20843","S","G1"
"20844","G2M","G2M"
"20845","G1","G1"
"20846","S","G1S"
"20847","G1","G1"
"20848","G1","G1"
"20849","G1","G1"
"20850","G1","G1"
"20851","G1","G1"
"20852","S","G1"
"20853","G1","G1"
"20854","S","G1"
"20855","G1","G1"
"20856","G1","G1S"
"20857","G1","G1"
"20858","G1","G1"
"20859","G1","G1"
"20860","G1","G1"
"20861","G2M","G2M"
"20862","G1","G1"
"20863","S","G1S"
"20864","S","G1"
"20865","S","G1S"
"20866","S","G1"
"20867","G1","G1"
"20868","G1","G1"
"20869","S","G1S"
"20870","S","G1S"
"20871","G1","G1"
"20872","G1","G1"
"20873","G2M","S"
"20874","S","S"
"20875","G1","G1"
"20876","S","G1S"
"20877","S","G1"
"20878","G1","G1"
"20879","G1","G1"
"20880","G1","G1"
"20881","G1","G1"
"20882","G1","G1"
"20883","G1","G1"
"20884","G1","G1"
"20885","G1","G1"
"20886","G1","G1"
"20887","G1","G1"
"20888","G2M","G2M"
"20889","G1","G1"
"20890","G1","G1"
"20891","S","G1S"
"20892","G1","G1"
"20893","S","G1"
"20894","G1","G1"
"20895","S","G1"
"20896","G1","G1"
"20897","G2M","M"
"20898","G2M","G2"
"20899","G1","G1S"
"20900","S","S"
"20901","G2M","G2M"
"20902","S","G1S"
"20903","G1","G1"
"20904","G2M","M"
"20905","G1","G1"
"20906","G2M","M"
"20907","G2M","M"
"20908","G1","G1"
"20909","G1","G2M"
"20910","S","G1S"
"20911","G1","G1"
"20912","S","G1"
"20913","G1","G1"
"20914","S","G1"
"20915","G1","G1"
"20916","G1","G1"
"20917","G1","G1"
"20918","G1","G1"
"20919","G1","G1"
"20920","G2M","G1S"
"20921","S","G1"
"20922","G1","G1"
"20923","S","G1"
"20924","G2M","M"
"20925","S","G1"
"20926","S","G1"
"20927","G1","G1"
"20928","G1","G1"
"20929","S","G1"
"20930","S","G1"
"20931","G1","G1"
"20932","G2M","M"
"20933","G2M","M"
"20934","S","G1S"
"20935","G2M","G1"
"20936","G2M","M"
"20937","S","G1S"
"20938","G1","G1"
"20939","G1","G1"
"20940","G2M","M"
"20941","G1","G1"
"20942","G2M","M"
"20943","G2M","M"
"20944","G2M","M"
"20945","S","G1S"
"20946","S","G1S"
"20947","G2M","G2"
"20948","G1","G1"
"20949","G2M","M"
"20950","G2M","M"
"20951","G2M","M"
"20952","G1","G1"
"20953","S","G1S"
"20954","G1","G1"
"20955","G2M","M"
"20956","S","G1"
"20957","G2M","M"
"20958","S","G1S"
"20959","G1","G1"
"20960","G1","G1"
"20961","G1","G1"
"20962","G1","G1"
"20963","G1","G1"
"20964","G1","G1"
"20965","G1","G1"
"20966","G1","G1"
"20967","G1","G1"
"20968","S","G1S"
"20969","S","G1S"
"20970","G1","G1"
"20971","G1","G1"
"20972","G1","G1"
"20973","S","G1S"
"20974","G2M","M"
"20975","G1","G1"
"20976","G1","G1"
"20977","S","G1"
"20978","G1","G1"
"20979","S","G1S"
"20980","S","G1S"
"20981","G1","G1"
"20982","G1","G1"
"20983","G2M","G1"
"20984","G1","G1"
"20985","S","G1"
"20986","G1","G1"
"20987","G2M","G2M"
"20988","S","G1S"
"20989","S","G1S"
"20990","G1","G1"
"20991","S","G1"
"20992","S","G1"
"20993","G2M","G2M"
"20994","G1","G1"
"20995","G2M","G2"
"20996","G1","G1"
"20997","S","G1S"
"20998","S","G1S"
"20999","G1","G1"
"21000","S","G1"
