"","Phase","recat"
"5979","G1","G1"
"5980","G2M","M"
"5981","G1","G1"
"5982","S","G1"
"5983","S","G1"
"5984","S","G1"
"5985","S","G1"
"5986","S","G1"
"5987","G1","G1"
"5988","G1","G1"
"5989","G2M","G1"
"5990","G1","G1"
"5991","G2M","S"
"5992","G1","G1"
"5993","G1","G1"
"5994","G1","G1"
"5995","G2M","M"
"5996","G2M","M"
"5997","S","G1"
"5998","G1","G1"
"5999","S","G1S"
"6000","G1","G1S"
"6001","S","G1S"
"6002","G1","G1"
"6003","G2M","M"
"6004","G2M","M"
"6005","S","G1S"
"6006","S","G1S"
"6007","G1","G1"
"6008","S","G1"
"6009","G1","G1S"
"6010","S","G1S"
"6011","G1","G1"
"6012","G1","G1"
"6013","G1","G1"
"6014","G1","G1"
"6015","G2M","G2"
"6016","G1","G1"
"6017","G1","G1"
"6018","S","G1S"
"6019","G2M","M"
"6020","S","G1S"
"6021","G2M","G2"
"6022","G1","G1"
"6023","S","S"
"6024","S","G1S"
"6025","G1","G1"
"6026","G2M","G2M"
"6027","S","G1"
"6028","G1","G1S"
"6029","S","G1"
"6030","G1","G1"
"6031","G1","G1"
"6032","G1","G1"
"6033","G2M","M"
"6034","S","S"
"6035","G1","G1"
"6036","G1","G1"
"6037","G1","G1"
"6038","G1","G1"
"6039","S","G1S"
"6040","G1","G1"
"6041","S","G1"
"6042","S","G1"
"6043","G1","G1"
"6044","S","G1S"
"6045","G1","G1"
"6046","G1","G1S"
"6047","G1","G1"
"6048","G1","G1"
"6049","S","G1"
"6050","G1","G1"
"6051","G1","G1"
"6052","S","G1S"
"6053","S","G1"
"6054","G2M","M"
"6055","G1","G1"
"6056","S","G1S"
"6057","S","G1"
"6058","G1","G1"
"6059","G1","G1"
"6060","G1","G1"
"6061","G1","G1"
"6062","G2M","M"
"6063","G2M","G2"
"6064","G2M","G2M"
"6065","G1","G1"
"6066","S","G1"
"6067","G2M","M"
"6068","G1","G1"
"6069","S","G1S"
"6070","G2M","M"
"6071","G2M","M"
"6072","G2M","M"
"6073","G1","G1"
"6074","G2M","M"
"6075","G1","G1"
"6076","G1","G1"
"6077","G1","G1"
"6078","G1","G1"
"6079","G2M","M"
"6080","S","G1S"
"6081","G1","G1"
"6082","S","G1"
"6083","G2M","G1S"
"6084","G1","G1"
"6085","S","G1"
"6086","S","G1S"
"6087","G2M","G2M"
"6088","G1","G1"
"6089","G1","G1"
"6090","G2M","G1S"
"6091","S","G2M"
"6092","G1","G1"
"6093","G1","G1"
"6094","S","G1S"
"6095","G1","G1"
"6096","G2M","G2M"
"6097","G1","G1"
"6098","G1","G1"
"6099","G2M","G2"
"6100","G1","G1"
"6101","G1","G1"
"6102","G2M","M"
"6103","G1","G1"
"6104","S","G1"
"6105","G2M","M"
"6106","G2M","G2M"
"6107","G1","M"
"6108","S","G1S"
"6109","G1","G1"
"6110","G2M","M"
"6111","S","G1"
"6112","G1","G1"
"6113","G1","G1"
"6114","G1","G1"
"6115","G1","G1"
"6116","G1","G1"
"6117","G1","G1S"
"6118","S","G1"
"6119","G1","G1"
"6120","G1","G1"
"6121","G1","G1"
"6122","G1","G1"
"6123","G1","G1"
"6124","G2M","M"
"6125","S","G1"
"6126","G1","G1"
"6127","G2M","M"
"6128","G1","G1"
"6129","G1","G1"
"6130","G1","G1"
"6131","G1","G1"
"6132","G2M","M"
"6133","G1","G1S"
"6134","S","G1"
"6135","G2M","M"
"6136","S","G1"
"6137","G1","G1"
"6138","G1","G1"
"6139","G1","G1"
"6140","S","G1"
"6141","G1","G1"
"6142","S","G1S"
"6143","S","G1"
"6144","G1","G1"
"6145","G1","G1"
"6146","S","G1"
"6147","G1","G1"
"6148","S","G1S"
"6149","G1","G1"
"6150","G1","G1"
"6151","G1","G1"
"6152","S","G1S"
"6153","S","G1"
"6154","G2M","G2M"
"6155","G2M","G1S"
"6156","G2M","M"
"6157","S","S"
"6158","G1","G1S"
"6159","G2M","M"
"6160","G2M","G2M"
"6161","S","G1"
"6162","S","G1S"
"6163","G2M","M"
"6164","G2M","M"
"6165","G1","G1"
"6166","S","G1"
"6167","G1","G1"
"6168","G2M","G1S"
"6169","G2M","G2M"
"6170","S","G1"
"6171","G2M","S"
"6172","G2M","M"
"6173","S","G1S"
"6174","G2M","M"
"6175","S","G1"
"6176","G1","G1"
"6177","G1","G1"
"6178","G2M","M"
"6179","G2M","M"
"6180","G1","G1"
"6181","G1","G1"
"6182","G1","G1"
"6183","G2M","M"
"6184","G2M","G1"
"6185","G1","G1"
"6186","G1","M"
"6187","G1","G1"
"6188","G1","G1"
"6189","S","G1S"
"6190","G1","G1S"
"6191","G1","G1"
"6192","G1","G1"
"6193","S","G1"
"6194","S","G1"
"6195","S","G1S"
"6196","G2M","M"
"6197","S","G1"
"6198","S","G1"
"6199","G2M","G2M"
"6200","S","G1S"
"6201","G2M","M"
"6202","S","G1S"
"6203","G1","G1"
"6204","G2M","M"
"6205","G1","G1"
"6206","S","G1"
"6207","G2M","M"
"6208","G2M","M"
"6209","G1","G1"
"6210","S","G1S"
"6211","G2M","M"
"6212","S","G1S"
"6213","G2M","M"
"6214","G2M","G2M"
"6215","S","G1S"
"6216","G1","G1"
"6217","G2M","M"
"6218","G1","G1"
"6219","G2M","G1S"
"6220","G1","G1"
"6221","G1","G1"
"6222","G1","G1"
"6223","G1","G1"
"6224","G1","G1"
"6225","G1","G1"
"6226","S","G1"
"6227","G1","G1"
"6228","G1","G1"
"6229","S","G1"
"6230","G2M","G2"
"6231","G2M","M"
"6232","G1","G1"
"6233","G1","G1"
"6234","G1","G1"
"6235","G2M","M"
"6236","G1","G1S"
"6237","G1","G1"
"6238","G1","G1"
"6239","G2M","M"
"6240","S","G1"
"6241","G2M","M"
"6242","S","G1S"
"6243","G2M","G2M"
"6244","G1","G1"
"6245","G2M","M"
"6246","G1","G1"
"6247","G2M","G2"
"6248","G1","G1"
"6249","S","G1S"
"6250","G2M","M"
"6251","G2M","G1S"
"6252","S","G1S"
"6253","G1","G1"
"6254","G1","G1"
"6255","G1","G1"
"6256","G1","G1"
"6257","G1","G1"
"6258","G1","G1"
"6259","G1","G1"
"6260","G2M","M"
"6261","S","G1"
"6262","G1","G1"
"6263","S","G1S"
"6264","G1","G1"
"6265","G1","G1"
"6266","S","G1"
"6267","S","G1"
"6268","G1","G1"
"6269","G2M","G1"
"6270","S","G1S"
"6271","G2M","M"
"6272","G1","G1"
"6273","G1","G1"
"6274","S","G1"
"6275","G1","G1"
"6276","G1","G1"
"6277","S","G1"
"6278","S","G1S"
"6279","G1","G1"
"6280","G1","G1"
"6281","G1","G1"
"6282","G1","G1"
"6283","G2M","M"
"6284","G1","G1"
"6285","S","G1S"
"6286","S","G1"
"6287","G1","G1"
"6288","S","G1"
"6289","G1","G1"
"6290","S","G1"
"6291","G2M","M"
"6292","G1","G1"
"6293","S","G1"
"6294","G1","G1"
"6295","G2M","S"
"6296","G1","G1"
"6297","G1","G1"
"6298","G1","G1"
"6299","G1","G1"
"6300","G2M","G2M"
"6301","G1","G1"
"6302","G1","G1"
"6303","S","G1"
"6304","G1","G1"
"6305","S","G1S"
"6306","S","G1S"
"6307","S","G1"
"6308","G1","G1"
"6309","G1","G1"
"6310","G1","G1"
"6311","G1","G1"
"6312","G1","G1"
"6313","S","G1"
"6314","G2M","G2"
"6315","G2M","G2"
"6316","G1","G1"
"6317","S","G1"
"6318","S","G1"
"6319","G1","G1"
"6320","S","G1S"
"6321","S","G1S"
"6322","G1","G1"
"6323","G1","G1"
"6324","G1","G1"
"6325","G1","G1"
"6326","G2M","M"
"6327","G1","G1"
"6328","G1","G1"
"6329","G2M","M"
"6330","G1","G1"
"6331","S","G1S"
"6332","G1","G1"
"6333","S","G1S"
"6334","G2M","M"
"6335","S","G1"
"6336","G1","G1"
"6337","G1","G1"
"6338","G1","G1"
"6339","G2M","M"
"6340","G1","G1"
"6341","S","G1"
"6342","G1","G1"
"6343","S","G1S"
"6344","S","G1S"
"6345","G2M","G2"
"6346","S","G1"
"6347","G1","G1"
"6348","G1","G1S"
"6349","G2M","S"
"6350","G2M","M"
"6351","G2M","M"
"6352","G1","G1"
"6353","S","G1S"
"6354","G1","G1"
"6355","G2M","M"
"6356","G1","G1"
"6357","G1","G1"
"6358","G2M","G1S"
"6359","S","G1S"
"6360","G2M","S"
"6361","G2M","M"
"6362","G2M","M"
"6363","G1","G1"
"6364","G1","G1"
"6365","S","G1S"
"6366","G2M","S"
"6367","G2M","G2M"
"6368","G1","G1"
"6369","G1","G1S"
"6370","G2M","M"
"6371","G1","G1"
"6372","G1","G1"
"6373","S","M"
"6374","S","G1"
"6375","S","G1"
"6376","G2M","M"
"6377","S","G1"
"6378","G1","G1"
"6379","G2M","M"
"6380","S","G1"
"6381","G2M","G2"
"6382","G1","G1"
"6383","G2M","G2"
"6384","G1","G1"
"6385","G1","G1"
"6386","G1","G1"
"6387","G2M","G1S"
"6388","G2M","G2M"
"6389","G2M","G2M"
"6390","G1","G1"
"6391","S","G2"
"6392","G1","M"
"6393","G1","G1"
"6394","G1","G1"
"6395","G1","G1"
"6396","G1","G1"
"6397","G2M","M"
"6398","G1","G1"
"6399","S","G1"
"6400","G1","G1S"
"6401","G1","G1"
"6402","G1","G1"
"6403","G1","G1"
"6404","S","G1"
"6405","S","S"
"6406","G1","G1"
"6407","G1","G1"
"6408","G2M","M"
"6409","S","S"
"6410","S","G1"
"6411","G1","G1"
"6412","G2M","M"
"6413","S","G1S"
"6414","G1","G1"
"6415","S","G1"
"6416","S","G1"
"6417","G2M","M"
"6418","G2M","M"
"6419","S","S"
"6420","G1","G1"
"6421","G1","G1"
"6422","S","G1S"
"6423","S","G1"
"6424","S","G1"
"6425","G2M","M"
"6426","G1","G1"
"6427","G1","G1"
"6428","S","G1"
"6429","S","G1S"
"6430","S","G1"
"6431","G1","G1"
"6432","G1","G1"
"6433","G2M","M"
"6434","G1","G1"
"6435","G2M","M"
"6436","S","G1"
"6437","S","G1"
"6438","G1","G1"
"6439","S","G1"
"6440","S","G1"
"6441","G2M","G1S"
"6442","G1","G1"
"6443","S","G1S"
"6444","G2M","M"
"6445","G2M","G1S"
"6446","G1","G1"
"6447","G2M","G1S"
"6448","S","G1S"
"6449","G1","G1"
"6450","S","G1S"
"6451","G1","G1"
"6452","G2M","M"
"6453","G1","G1"
"6454","S","G1"
"6455","G1","G1"
"6456","G1","G1"
"6457","G1","G1"
"6458","G1","G1"
"6459","G1","G1"
"6460","G1","G1"
"6461","G1","G1"
"6462","S","G1"
"6463","S","G1"
"6464","G2M","G2M"
"6465","S","G1S"
"6466","S","G1S"
"6467","G2M","M"
"6468","G1","G1"
"6469","G2M","G2"
"6470","S","G1S"
"6471","G2M","M"
"6472","S","G1S"
"6473","S","G1"
"6474","S","G1"
"6475","G2M","M"
"6476","G1","G1"
"6477","S","G1"
"6478","S","G1S"
"6479","G2M","G1"
"6480","G1","G1"
"6481","S","G1"
"6482","S","G1"
"6483","G1","G1"
"6484","S","G1"
"6485","G2M","M"
"6486","G1","G1"
"6487","G1","G1"
"6488","G1","G1"
"6489","G2M","M"
"6490","G1","G1"
"6491","G1","G1"
"6492","G2M","G1S"
"6493","S","G1"
"6494","G2M","G2M"
"6495","G1","G1"
"6496","G1","G1"
"6497","G1","G1"
"6498","S","G1S"
"6499","G1","G1"
"6500","G1","G1"
"6501","G1","G1"
"6502","G1","G1"
"6503","S","G1"
"6504","G2M","G2M"
"6505","G2M","M"
"6506","G1","G1"
"6507","G1","G1"
"6508","G2M","M"
"6509","G1","G1"
"6510","G2M","M"
"6511","G1","G1"
"6512","S","G1S"
"6513","S","G1S"
"6514","G1","G1"
"6515","G1","G1"
"6516","G1","G1"
"6517","G2M","G2"
"6518","G2M","M"
"6519","G2M","M"
"6520","S","G1"
"6521","G1","G1"
"6522","G1","G1"
"6523","G2M","G2M"
"6524","G1","G1"
"6525","G2M","G2M"
"6526","S","G1S"
"6527","G2M","M"
"6528","G1","G1"
"6529","G1","G1"
"6530","S","G1S"
"6531","S","G1S"
"6532","G2M","M"
"6533","G1","G1"
"6534","G1","G1"
"6535","S","G1"
"6536","G1","G1"
"6537","G1","G1"
"6538","G2M","M"
"6539","S","G1"
"6540","S","G1S"
"6541","G2M","M"
"6542","G1","G1"
"6543","G1","G1"
"6544","S","G1S"
"6545","G1","G1"
"6546","G1","G1"
"6547","G1","G1"
"6548","G1","G1"
"6549","S","S"
"6550","G1","G1"
"6551","S","G1S"
"6552","S","G1S"
"6553","G2M","M"
"6554","G1","G1"
"6555","G2M","S"
"6556","G2M","G1S"
"6557","S","G1"
"6558","S","G1S"
"6559","G2M","G1S"
"6560","S","G1S"
"6561","S","G1"
"6562","G1","G1"
"6563","S","G1"
"6564","G2M","G1S"
"6565","S","S"
"6566","S","G1"
"6567","G2M","G2"
"6568","G1","G1"
"6569","G1","G1"
"6570","G1","G1"
"6571","S","G2"
"6572","G1","G1S"
"6573","S","G1S"
"6574","G1","G1"
"6575","S","G1S"
"6576","G2M","G2"
"6577","S","G1S"
"6578","G1","G1"
"6579","G1","G2M"
"6580","G1","G1"
"6581","S","G1S"
"6582","S","G1"
"6583","G1","G1"
"6584","G2M","M"
"6585","G1","M"
"6586","G1","G1"
"6587","G1","G1"
"6588","G2M","G2M"
"6589","S","G1"
"6590","G1","G1"
"6591","G1","G1"
"6592","G1","G1"
"6593","S","G1S"
"6594","S","G1"
"6595","G2M","G2M"
"6596","G2M","G1S"
"6597","G2M","M"
"6598","S","G1"
"6599","G1","G1"
"6600","S","G1"
"6601","G1","G1"
"6602","G1","G1"
"6603","G1","G1"
"6604","G1","G1"
"6605","S","G1S"
"6606","S","G1S"
"6607","G2M","G1"
"6608","G1","G1"
"6609","G2M","M"
"6610","S","G1S"
"6611","G1","G1"
"6612","G2M","M"
"6613","G1","G1"
"6614","S","G1"
"6615","S","G1"
"6616","G1","G1"
"6617","S","G1"
"6618","S","G1S"
"6619","S","G1S"
"6620","G1","G1"
"6621","G1","G1"
"6622","G2M","G2"
"6623","G1","G1"
"6624","G2M","M"
"6625","G1","G1"
"6626","S","G1S"
"6627","G1","G1"
"6628","G1","G1"
"6629","S","G1S"
"6630","S","G1S"
"6631","G1","G1"
"6632","G2M","G2M"
"6633","G1","G1"
"6634","G2M","M"
"6635","G2M","S"
"6636","G1","G1"
"6637","S","G1"
"6638","G1","G1"
"6639","G1","G1"
"6640","S","M"
"6641","G1","G1"
"6642","S","G1"
"6643","S","G1"
"6644","G1","G1"
"6645","G1","G1"
"6646","G1","G1"
"6647","G1","G1"
"6648","S","G1S"
"6649","S","G1S"
"6650","S","G1"
"6651","S","G1"
"6652","G1","G1"
"6653","G1","G1"
"6654","G2M","M"
"6655","S","G1"
"6656","S","G1S"
"6657","G1","G1"
"6658","G1","G1"
"6659","G1","G1"
"6660","G2M","M"
"6661","G1","G1"
"6662","G1","G1"
"6663","G1","G1"
"6664","G2M","M"
"6665","G2M","M"
"6666","G2M","G2M"
"6667","S","G1"
"6668","G1","G1"
"6669","G1","G1S"
"6670","S","G1S"
"6671","S","G1"
"6672","S","G1S"
"6673","G1","G1"
"6674","S","G1S"
"6675","G1","G1"
"6676","G1","G1"
"6677","S","G1S"
"6678","G2M","M"
"6679","G2M","M"
"6680","S","G1"
"6681","S","G1S"
"6682","G1","G1"
"6683","S","S"
"6684","S","G1S"
"6685","G1","G1"
"6686","G1","G1"
"6687","G1","G1"
"6688","G2M","M"
"6689","S","G1S"
"6690","G1","G1"
"6691","G1","G1"
"6692","S","G1S"
"6693","G2M","M"
"6694","G1","G1"
"6695","G1","G1"
"6696","G1","G1"
"6697","G1","G1"
"6698","G2M","G2M"
"6699","G2M","G2"
"6700","G1","G1"
"6701","G1","G1"
"6702","S","G1S"
"6703","G2M","G2"
"6704","G1","G1"
"6705","G2M","M"
"6706","G1","G1"
"6707","G1","G1"
"6708","S","G1"
"6709","S","G1"
"6710","S","G1S"
"6711","G2M","M"
"6712","S","G1"
"6713","G1","G1"
"6714","G2M","M"
"6715","S","G1"
"6716","S","G1S"
"6717","S","G1S"
"6718","S","G1"
"6719","S","G1"
"6720","G1","G1"
"6721","G1","G1"
"6722","G1","G1"
"6723","G2M","G2M"
"6724","S","G1S"
"6725","G2M","M"
"6726","S","G1S"
"6727","G2M","M"
"6728","G1","M"
"6729","G1","G1"
"6730","S","G1S"
"6731","G1","G1"
"6732","G1","G1"
"6733","G1","G1"
"6734","G1","G1"
"6735","G1","G1"
"6736","S","G1S"
"6737","G1","G1"
"6738","G1","G1"
"6739","S","G1S"
"6740","G2M","M"
"6741","G2M","M"
"6742","G1","G1"
"6743","S","G1"
"6744","G1","G1"
"6745","G1","G1"
"6746","G1","G1"
"6747","G2M","M"
"6748","S","G1S"
"6749","G1","G1"
"6750","G1","G1"
"6751","G2M","M"
"6752","G1","G1"
"6753","G1","G1"
"6754","G1","G1"
"6755","G1","G1"
"6756","S","G1"
"6757","G2M","M"
"6758","G1","G1"
"6759","G1","G2M"
"6760","S","G1"
"6761","G1","G1"
"6762","G1","G1"
"6763","G1","G1"
"6764","G1","G1"
"6765","S","G1"
"6766","G1","G1"
"6767","G1","G1"
"6768","G1","G1"
"6769","G1","G1"
"6770","S","G1"
"6771","G1","G1"
"6772","S","G1"
"6773","G2M","M"
"6774","S","G1S"
"6775","G2M","M"
"6776","G1","G1"
"6777","S","G1"
"6778","G1","G1"
"6779","G1","G1"
"6780","G1","G1"
"6781","G2M","S"
"6782","S","G1S"
"6783","G1","G1"
"6784","S","G1S"
"6785","G1","G1"
"6786","G2M","G2M"
"6787","G2M","M"
"6788","G2M","M"
"6789","G1","G1"
"6790","G2M","M"
"6791","S","G1S"
"6792","G2M","M"
"6793","S","G1S"
"6794","G2M","G1S"
"6795","G2M","M"
"6796","G1","G1"
"6797","G1","G1"
"6798","S","G1"
"6799","G2M","M"
"6800","G1","G1"
"6801","G1","G1"
"6802","G2M","M"
"6803","G1","G1"
"6804","G2M","M"
"6805","S","G1S"
"6806","S","G1"
"6807","G2M","M"
"6808","G1","G1"
"6809","G1","G1"
"6810","G1","G1"
"6811","G1","G1"
"6812","G1","G1"
"6813","S","G1"
"6814","S","G1"
"6815","S","G1S"
"6816","G1","G1"
"6817","G1","G1"
"6818","G1","G1"
"6819","G1","G1"
"6820","G2M","M"
"6821","S","G1"
"6822","G1","G1"
"6823","G1","G1"
"6824","S","G1S"
"6825","S","G1S"
"6826","S","G1S"
"6827","G1","G1"
"6828","S","G1S"
"6829","G2M","M"
"6830","G2M","M"
"6831","G1","G1"
"6832","G1","G1"
"6833","G1","G1"
"6834","G2M","G1S"
"6835","G2M","G1"
"6836","G1","G1"
"6837","S","G1"
"6838","S","G1"
"6839","G2M","G2"
"6840","S","G1"
"6841","G2M","G1S"
"6842","G1","G1"
"6843","G2M","M"
"6844","S","G1S"
"6845","G2M","M"
"6846","G1","G1"
"6847","G1","G1"
"6848","G1","G1"
"6849","S","G1S"
"6850","G2M","S"
"6851","G1","G1"
"6852","G1","G1"
"6853","S","G2M"
"6854","G1","G1"
"6855","G1","G1"
"6856","G1","G1"
"6857","S","G1S"
"6858","G1","G1"
"6859","G1","G1"
"6860","G1","G1"
"6861","S","G1"
"6862","G1","G1"
"6863","G2M","M"
"6864","G1","G1"
"6865","G2M","M"
"6866","G2M","M"
"6867","G1","G1"
"6868","S","G1"
"6869","G2M","M"
"6870","G1","G1"
"6871","G2M","M"
"6872","G2M","G2M"
"6873","G1","G1"
"6874","G1","G1"
"6875","G2M","G1S"
"6876","S","G1S"
"6877","S","S"
"6878","G2M","M"
"6879","S","G1"
"6880","G1","G1"
"6881","G2M","G2M"
"6882","G2M","G1"
"6883","S","G1S"
"6884","G2M","M"
"6885","G2M","M"
"6886","S","G1S"
"6887","S","G1"
"6888","G1","G1"
"6889","G1","G1"
"6890","G1","G1"
"6891","G1","G1"
"6892","S","G1S"
"6893","G1","G1"
"6894","S","G1"
"6895","G1","G1"
"6896","G2M","G2M"
"6897","S","G1"
"6898","G1","G1"
"6899","G2M","M"
"6900","G1","G1"
"6901","G1","G1"
"6902","S","G1"
"6903","S","G1"
"6904","G2M","G1"
"6905","G1","G1"
"6906","G1","G1"
"6907","G1","G1"
"6908","G1","G1"
"6909","G1","G1"
"6910","G1","G1"
"6911","S","G1"
"6912","G2M","G1"
"6913","G2M","G1"
"6914","S","G1"
"6915","G1","G1"
"6916","G1","G1"
"6917","S","G2M"
"6918","S","G1"
"6919","G1","G1"
"6920","G2M","G2M"
"6921","G1","G1"
"6922","G1","G1"
"6923","G1","G1"
"6924","G1","G1"
"6925","G2M","M"
"6926","G1","G1"
"6927","G1","G1"
"6928","G1","G1"
"6929","G1","G1"
"6930","G2M","G2M"
"6931","G2M","G1"
"6932","G1","G1"
"6933","G2M","M"
"6934","S","G1"
"6935","S","G1"
"6936","G1","G1"
"6937","G2M","M"
"6938","G2M","G2"
"6939","G1","G1"
"6940","G1","G1"
"6941","G1","M"
"6942","S","G1S"
"6943","G2M","M"
"6944","G1","G1"
"6945","S","G1"
"6946","G1","G1"
"6947","G1","G1"
"6948","G1","G1"
"6949","S","G1S"
"6950","S","G1S"
"6951","G1","G1"
"6952","G1","G2M"
"6953","G1","G1"
"6954","G2M","M"
"6955","G2M","G2"
"6956","G1","G1"
"6957","G1","G1S"
"6958","S","G1"
"6959","G1","G1"
"6960","S","G1"
"6961","G2M","M"
"6962","G1","G1"
"6963","G1","G1"
"6964","G2M","G1"
"6965","S","G1"
"6966","G1","G1"
"6967","G1","G1"
"6968","G1","G1"
"6969","G1","G1"
"6970","G1","G1"
"6971","G1","G1"
"6972","G2M","M"
"6973","G1","G1"
"6974","G1","G1"
"6975","G2M","M"
"6976","G1","G1"
"6977","S","G1"
"6978","G1","G1"
"6979","G1","G1"
"6980","G1","G1"
"6981","G1","G1"
"6982","S","G1S"
"6983","S","G1S"
"6984","G1","G1"
"6985","S","G1S"
"6986","G1","G1"
"6987","S","G1"
"6988","G2M","M"
"6989","S","G1"
"6990","G1","G1"
"6991","G1","G1"
"6992","G2M","M"
"6993","G1","G1"
"6994","S","S"
"6995","G1","G1"
"6996","G1","G1S"
"6997","G1","G1"
"6998","G1","G1"
"6999","G1","G1"
"7000","G2M","M"
"7001","G1","G1"
"7002","S","G1"
"7003","S","G1"
"7004","G2M","M"
"7005","G1","G1"
"7006","G1","G1"
"7007","S","G1S"
"7008","G1","G1"
"7009","G2M","M"
"7010","G1","G1"
"7011","S","G1S"
"7012","G2M","G1S"
"7013","G1","G1S"
"7014","S","G1S"
"7015","S","G1"
"7016","G1","G1"
"7017","G1","G1"
"7018","G2M","M"
"7019","G1","G1"
"7020","G1","G1"
"7021","S","G1"
"7022","G1","G1"
"7023","S","G1S"
"7024","G1","G1"
"7025","S","G1"
"7026","G1","G1"
"7027","G1","G1"
"7028","G1","G1"
"7029","G1","G1"
"7030","G1","G1"
"7031","G2M","G2M"
"7032","G2M","M"
"7033","S","G1"
"7034","G1","G1"
"7035","G1","G1"
"7036","G1","G1"
"7037","G1","G1"
"7038","G1","G1"
"7039","G1","G1"
"7040","G1","G1"
"7041","S","G1S"
"7042","G1","G1"
"7043","G1","G1"
"7044","G2M","M"
"7045","G1","G1S"
"7046","S","G1"
"7047","G1","G1"
"7048","S","G1"
"7049","G1","G1"
"7050","G1","G1"
"7051","G1","G1"
"7052","S","G1S"
"7053","G1","G1"
"7054","G2M","M"
"7055","S","G1S"
"7056","G2M","G1S"
"7057","G2M","G2M"
"7058","G1","G1"
"7059","G1","G1"
"7060","G1","G1"
"7061","G2M","M"
"7062","G1","G1"
"7063","G1","G1"
"7064","G1","G1"
"7065","G2M","M"
"7066","G2M","M"
"7067","S","G1"
"7068","S","G1"
"7069","G2M","M"
"7070","G2M","G2M"
"7071","G2M","M"
"7072","G1","G1"
"7073","S","G1"
"7074","S","G1"
"7075","G1","G1"
"7076","G1","G1"
"7077","S","G1"
"7078","S","G1"
"7079","S","G1S"
"7080","S","G1"
"7081","S","G1"
"7082","G1","G1"
"7083","G2M","M"
"7084","G2M","M"
"7085","G1","G1"
"7086","G2M","G2M"
"7087","G1","G1"
"7088","G2M","M"
"7089","G1","G1"
"7090","S","G1S"
"7091","S","G1S"
"7092","S","G1S"
"7093","G1","G1"
"7094","S","G1S"
"7095","G1","G1"
"7096","G1","G1"
"7097","S","G1"
"7098","S","G1"
"7099","G2M","M"
"7100","G1","G1"
"7101","S","G1S"
"7102","G1","G1"
"7103","S","G1"
"7104","G2M","M"
"7105","G1","G1"
"7106","G1","G1"
"7107","G1","G1"
"7108","G2M","G2M"
"7109","G1","G1"
"7110","S","G1S"
"7111","G2M","G2"
"7112","S","G1"
"7113","S","G1"
"7114","S","G1S"
"7115","G1","G1"
"7116","G2M","G2"
"7117","G1","G1"
"7118","S","G1"
"7119","G1","G1"
"7120","S","G1"
"7121","G1","G1"
"7122","S","G1S"
"7123","G1","G1"
"7124","S","G1S"
"7125","G1","G1"
"7126","G2M","M"
"7127","G2M","G1S"
"7128","S","G1"
"7129","G1","G1"
"7130","S","G1"
"7131","G2M","M"
"7132","G1","G1"
"7133","S","G1"
"7134","G2M","G2M"
"7135","G1","G1"
"7136","G1","G1"
"7137","S","S"
"7138","G1","G1"
"7139","G1","G1"
"7140","G1","G1"
"7141","S","G1S"
"7142","G2M","G1"
"7143","S","G1"
"7144","S","S"
"7145","G1","G1"
"7146","G1","G1"
"7147","G1","G1"
"7148","G1","G1"
"7149","G1","G1"
"7150","S","G1"
"7151","G2M","G2M"
"7152","G1","G1"
"7153","S","G1"
"7154","S","G1"
"7155","G1","G1S"
"7156","G1","G1"
"7157","S","G1S"
"7158","G1","G1"
"7159","G2M","M"
"7160","G1","G1"
"7161","G1","G1"
"7162","G1","G1"
"7163","G1","G1"
"7164","G1","G1"
"7165","S","G1"
"7166","G1","G1"
"7167","G1","G1"
"7168","G1","G1"
"7169","G1","G1"
"7170","S","G1"
"7171","G1","G1"
"7172","S","G1S"
"7173","G1","G1"
"7174","S","S"
"7175","G1","G1"
"7176","S","G1S"
"7177","S","G1"
"7178","S","G1"
"7179","G2M","G1S"
"7180","G1","G1"
"7181","S","G1"
"7182","G1","G1"
"7183","G2M","M"
"7184","G1","G1"
"7185","G1","G1"
"7186","G2M","M"
"7187","G1","G1"
"7188","G1","G1"
"7189","G2M","M"
"7190","S","G1S"
"7191","S","G1S"
"7192","G1","G1"
"7193","S","G1S"
"7194","S","G1"
"7195","G1","G1"
"7196","G1","G1"
"7197","G1","G1"
"7198","G2M","M"
"7199","S","G1S"
"7200","S","G1S"
"7201","G1","G1"
"7202","S","G1"
"7203","S","G1S"
"7204","G1","G1"
"7205","S","G1S"
"7206","G1","G1"
"7207","G2M","G2M"
"7208","S","G1"
"7209","G1","G1"
"7210","G2M","M"
"7211","G1","G1"
"7212","S","G1S"
"7213","G1","G1"
"7214","G1","G1"
"7215","S","G1S"
"7216","G2M","M"
"7217","G1","G1"
"7218","G1","G1"
"7219","S","G1S"
"7220","G1","G1"
"7221","G2M","G1"
"7222","S","G1S"
"7223","G2M","M"
"7224","G1","G1"
"7225","G1","G1"
"7226","G1","G1"
"7227","G1","G1"
"7228","G2M","G1S"
"7229","S","G1S"
"7230","G2M","M"
"7231","S","G1"
"7232","S","G1S"
"7233","G1","G1"
"7234","G1","G1"
"7235","G1","G1"
"7236","G1","G1"
"7237","S","G1"
"7238","S","G1S"
"7239","S","G1"
"7240","G1","G1"
"7241","G1","G1"
"7242","G1","G1"
"7243","G1","G1"
"7244","G1","G1"
"7245","S","S"
"7246","S","G1S"
"7247","S","G1"
"7248","G2M","M"
"7249","G1","G1"
"7250","G1","G1"
"7251","S","G1"
"7252","G1","G1"
"7253","S","G1"
"7254","S","G1S"
