"","ccAF","recat"
"20720","G1","G1"
"20721","G1","G1"
"20722","G1","G1"
"20723","G1","G1"
"20724","Neural G0","G1"
"20725","G1","G1"
"20726","S/G2","M"
"20727","G2/M","M"
"20728","S","G1"
"20729","Late G1","G1"
"20730","Neural G0","G1"
"20731","G1","G1"
"20732","G1","G1"
"20733","G1","G1"
"20734","Neural G0","G1"
"20735","S","G1"
"20736","Neural G0","G1"
"20737","G2/M","G1"
"20738","Neural G0","G1"
"20739","G1","G1"
"20740","Late G1","G1"
"20741","G1","G1"
"20742","S/G2","G1"
"20743","S","G1"
"20744","M/Early G1","G1"
"20745","Neural G0","G1"
"20746","Neural G0","G1"
"20747","G2/M","M"
"20748","G1","G1"
"20749","M/Early G1","M"
"20750","S","M"
"20751","G1","G1"
"20752","G2/M","M"
"20753","M/Early G1","G1"
"20754","M/Early G1","G1"
"20755","Neural G0","G1"
"20756","Neural G0","G1"
"20757","G1","G1"
"20758","Neural G0","G1"
"20759","S","G1"
"20760","G1","M"
"20761","G1","G1"
"20762","S","G1"
"20763","Neural G0","G1"
"20764","G1","G1"
"20765","Late G1","G1"
"20766","M/Early G1","G1"
"20767","G2/M","M"
"20768","G1","G1"
"20769","Neural G0","G1"
"20770","Late G1","G1"
"20771","G1","G1"
"20772","G2/M","M"
"20773","G1","G1"
"20774","S/G2","M"
"20775","S","G1"
"20776","G1","G1"
"20777","G1","G1"
"20778","Neural G0","G1"
"20779","G1","G1"
"20780","G2/M","M"
"20781","G1","G1"
"20782","G2/M","M"
"20783","G2/M","M"
"20784","Late G1","G1"
"20785","S","G1S"
"20786","M/Early G1","G1"
"20787","M/Early G1","G1"
"20788","G1","G1"
"20789","G1","G1"
"20790","G1","G1"
"20791","S","G1S"
"20792","G1","G1"
"20793","G1","G1"
"20794","G1","G1"
"20795","G1","G1"
"20796","M/Early G1","G1"
"20797","Neural G0","G1"
"20798","G1","G1"
"20799","G2/M","G1"
"20800","G1","G1"
"20801","S/G2","G1"
"20802","Neural G0","G1"
"20803","M/Early G1","M"
"20804","Late G1","G1"
"20805","G1","G1"
"20806","G1","G1"
"20807","Neural G0","G1"
"20808","M/Early G1","G1"
"20809","G1","G1"
"20810","G1","G1"
"20811","S","G1"
"20812","S/G2","M"
"20813","Neural G0","G1"
"20814","G1","G1"
"20815","G1","G1"
"20816","G2/M","M"
"20817","M/Early G1","M"
"20818","S/G2","S"
"20819","G1","G1"
"20820","G2/M","G1"
"20821","S/G2","G1S"
"20822","G2/M","G1"
"20823","G1","G1"
"20824","M/Early G1","G1"
"20825","M/Early G1","G1"
"20826","M/Early G1","G1"
"20827","Neural G0","G1"
"20828","Neural G0","G1"
"20829","G1","G1"
"20830","G2/M","M"
"20831","S","G1S"
"20832","G1","G1"
"20833","G1","G1"
"20834","G1","G1"
"20835","M/Early G1","G1"
"20836","Neural G0","G1"
"20837","S/G2","M"
"20838","Neural G0","G1"
"20839","G1","G1"
"20840","Neural G0","G1"
"20841","S/G2","M"
"20842","Late G1","G1"
"20843","G1","G1"
"20844","G1","G1"
"20845","Neural G0","G1"
"20846","Late G1","G1"
"20847","G1","G1"
"20848","G1","G1"
"20849","G1","G1"
"20850","S/G2","G1"
"20851","Neural G0","G1"
"20852","G1","G1"
"20853","G1","G1"
"20854","G1","G1"
"20855","S/G2","G2M"
"20856","M/Early G1","G1"
"20857","G1","G1"
"20858","G1","G1"
"20859","G1","G1"
"20860","Neural G0","G1"
"20861","S/G2","G1"
"20862","G1","G1"
"20863","G1","G1"
"20864","S/G2","G1"
"20865","G1","G1"
"20866","G1","G1"
"20867","G1","G1"
"20868","S/G2","G2M"
"20869","Neural G0","G1"
"20870","S/G2","G1S"
"20871","Late G1","G1"
"20872","M/Early G1","G1"
"20873","Neural G0","G1"
"20874","G1","G1"
"20875","Neural G0","G1"
"20876","G1","G1"
"20877","Neural G0","G1"
"20878","S/G2","M"
"20879","G1","G1"
"20880","M/Early G1","G1"
"20881","S","G1"
"20882","M/Early G1","G1"
"20883","M/Early G1","G1"
"20884","G1","G1"
"20885","Neural G0","G1"
"20886","Neural G0","G1"
"20887","Neural G0","G1"
"20888","G2/M","M"
"20889","M/Early G1","G1"
"20890","Neural G0","G1"
"20891","G1","G1"
"20892","Late G1","G1"
"20893","G1","G2M"
"20894","G1","G1"
"20895","S","G1"
"20896","Neural G0","G1"
"20897","G1","G1"
"20898","M/Early G1","M"
"20899","G2/M","M"
"20900","M/Early G1","G1"
"20901","M/Early G1","G1"
"20902","G2/M","M"
"20903","S/G2","M"
"20904","G1","G1"
"20905","Neural G0","G1"
"20906","Neural G0","G1"
"20907","Neural G0","G1"
"20908","S","G1"
"20909","G2/M","M"
"20910","S","G1"
"20911","S/G2","G1"
"20912","S","G2M"
"20913","S/G2","G1S"
"20914","S/G2","G2M"
"20915","G1","G1"
"20916","G1","M"
"20917","Neural G0","G1"
"20918","Neural G0","G1"
"20919","G2/M","M"
"20920","M/Early G1","G1"
"20921","G1","G1"
"20922","G1","G1"
"20923","G2/M","G1"
"20924","G2/M","G2M"
"20925","G2/M","M"
"20926","G1","G1"
"20927","S","G1"
"20928","G1","G1"
"20929","S","G1"
"20930","G1","G1"
"20931","G2/M","G2M"
"20932","G1","G1"
"20933","G1","G1"
"20934","G1","G1"
"20935","G1","G1"
"20936","G2/M","M"
"20937","S/G2","M"
"20938","G1","G1"
"20939","S/G2","G2M"
"20940","S","G1"
"20941","G1","G1"
"20942","M/Early G1","G1"
"20943","Neural G0","G1"
"20944","S","G1"
"20945","S/G2","G1"
"20946","G1","G1"
"20947","G1","G1"
"20948","G1","G1"
"20949","G1","G1"
"20950","G1","G1"
"20951","S","G1"
"20952","G1","G1"
"20953","G1","G1"
"20954","M/Early G1","G1"
"20955","G1","G1"
"20956","G1","G1"
"20957","S/G2","M"
"20958","G1","G1"
"20959","S/G2","G1"
"20960","G1","G1"
"20961","S/G2","G1"
"20962","Neural G0","G1"
"20963","S/G2","M"
"20964","G1","G1"
"20965","G1","G1"
"20966","S/G2","M"
"20967","Neural G0","G1"
"20968","G1","G1"
"20969","M/Early G1","G1"
"20970","G1","G1"
"20971","Neural G0","G1"
"20972","S","G1"
"20973","Neural G0","G1"
"20974","Neural G0","G1"
"20975","G1","G1"
"20976","G2/M","M"
"20977","G1","G1"
"20978","G1","G1"
"20979","G2/M","M"
"20980","S","G1"
"20981","S","G1"
"20982","G1","G1"
"20983","G1","G1"
"20984","M/Early G1","G1"
"20985","G1","G1"
"20986","G1","G1"
"20987","G1","G1"
"20988","G1","G1"
"20989","Neural G0","G1"
"20990","Neural G0","G1"
"20991","G1","G1"
"20992","S","G1S"
"20993","G1","G1"
"20994","Neural G0","G1"
"20995","Neural G0","G1"
"20996","M/Early G1","G1"
"20997","G2/M","M"
"20998","Late G1","G1"
"20999","S/G2","M"
"21000","G1","S"
"21001","G1","G1"
"21002","Neural G0","G1"
"21003","Neural G0","G1"
"21004","G1","G1"
"21005","Neural G0","G1"
"21006","G2/M","M"
"21007","M/Early G1","G1"
"21008","G1","G1"
"21009","S","G1"
"21010","S/G2","M"
"21011","Neural G0","G1"
"21012","Neural G0","G1"
"21013","S","G1"
"21014","G1","G1"
"21015","S","G1"
"21016","G1","G1"
"21017","G1","G1S"
"21018","G1","G1"
"21019","G1","G1"
"21020","Neural G0","G1"
"21021","M/Early G1","G1"
"21022","Late G1","G1"
"21023","G1","G1"
"21024","Neural G0","G1"
"21025","S/G2","G1"
"21026","G1","G1"
"21027","Neural G0","G1"
"21028","Late G1","G1"
"21029","G2/M","M"
"21030","G1","G1"
"21031","G2/M","M"
"21032","G1","G1"
"21033","Neural G0","G1"
"21034","G2/M","M"
"21035","G1","G1"
"21036","S/G2","G1"
"21037","M/Early G1","G1"
"21038","G1","G1"
"21039","S","G1"
"21040","M/Early G1","G1"
"21041","S/G2","G2"
"21042","M/Early G1","M"
"21043","G1","G1"
"21044","S","G1"
"21045","G1","G1"
"21046","G2/M","M"
"21047","Neural G0","G1"
"21048","Late G1","G1"
"21049","S","G1"
"21050","Neural G0","G1"
"21051","M/Early G1","G1"
"21052","G1","G1"
"21053","G2/M","M"
"21054","G2/M","M"
"21055","G2/M","M"
"21056","G1","G1"
"21057","G2/M","M"
"21058","G2/M","M"
"21059","M/Early G1","G1"
"21060","S/G2","M"
"21061","S/G2","G2M"
"21062","G1","G1"
"21063","G1","G1"
"21064","S/G2","G1"
"21065","Late G1","G1"
"21066","G1","G1"
"21067","G1","G1"
"21068","Late G1","G1"
"21069","G1","G1"
"21070","M/Early G1","G1"
"21071","S","G1"
"21072","G1","G1"
"21073","Neural G0","G1"
"21074","G1","G1S"
"21075","G1","G1"
"21076","G1","G1"
"21077","G1","G1"
"21078","S/G2","G1"
"21079","S/G2","G2M"
"21080","Late G1","M"
"21081","S/G2","G1"
"21082","G2/M","M"
"21083","G1","G1"
"21084","Neural G0","G1"
"21085","G1","G1"
"21086","G1","G1"
"21087","Neural G0","G1"
"21088","G1","G1"
"21089","G1","G1"
"21090","S/G2","G1"
"21091","G1","G1"
"21092","Neural G0","G1"
"21093","G2/M","G2M"
"21094","G1","G1"
"21095","Neural G0","M"
"21096","S","G1"
"21097","G1","G1"
"21098","G1","G1"
"21099","G1","G2M"
"21100","Neural G0","G1"
"21101","Late G1","G1"
"21102","G1","G1"
"21103","M/Early G1","G1"
"21104","Neural G0","G2"
"21105","G1","G1"
"21106","G2/M","M"
"21107","G1","G1"
"21108","Neural G0","G1"
"21109","G1","G1"
"21110","G1","G1"
"21111","G1","G1"
"21112","G1","G1"
"21113","G1","G1"
"21114","Neural G0","G1"
"21115","Neural G0","G1"
"21116","G2/M","M"
"21117","Neural G0","G1"
"21118","G2/M","M"
"21119","Late G1","G1"
"21120","G1","G1"
"21121","Neural G0","G1"
"21122","S/G2","G1"
"21123","S/G2","M"
"21124","G1","G1"
"21125","G2/M","G1"
"21126","S/G2","G2M"
"21127","Neural G0","G1"
"21128","Neural G0","G1"
"21129","G1","G1"
"21130","G1","G1"
"21131","Neural G0","G1"
"21132","G1","G1"
"21133","G1","G1"
"21134","Late G1","G1"
"21135","S","G1"
"21136","G1","G1"
"21137","Neural G0","G1"
"21138","G1","G1"
"21139","G1","G1"
"21140","S/G2","G2M"
"21141","Late G1","G1"
"21142","G2/M","G2M"
"21143","S/G2","G2M"
"21144","Late G1","G1"
"21145","S/G2","G1"
"21146","G2/M","M"
"21147","S/G2","G2M"
"21148","G1","G1"
"21149","M/Early G1","G1"
"21150","G1","G1"
"21151","G1","G1"
"21152","S","G1"
"21153","Neural G0","G1"
"21154","M/Early G1","G1"
"21155","Neural G0","G1S"
"21156","G1","G1"
"21157","G1","G1"
"21158","S/G2","G1"
"21159","G1","G1"
"21160","G1","G1"
"21161","G1","G1"
"21162","Neural G0","G1"
"21163","G1","G1"
"21164","S","G1S"
"21165","G2/M","M"
"21166","G1","G1"
"21167","Neural G0","M"
"21168","Late G1","G1"
"21169","G1","G1"
"21170","M/Early G1","G1"
"21171","Neural G0","G1"
"21172","Neural G0","G1"
"21173","M/Early G1","G1"
"21174","G2/M","M"
"21175","M/Early G1","G1"
"21176","Neural G0","G1"
"21177","G1","G1"
"21178","G2/M","M"
"21179","G1","G1"
"21180","G1","G1"
"21181","G2/M","M"
"21182","G1","G1"
"21183","G2/M","M"
"21184","G1","G1"
"21185","Neural G0","G1"
"21186","G2/M","M"
"21187","G1","G1"
"21188","S/G2","G2"
"21189","G1","G1"
"21190","Neural G0","G1"
"21191","S/G2","M"
"21192","Neural G0","G1"
"21193","G1","G1"
"21194","G1","G1"
"21195","M/Early G1","G1"
"21196","Neural G0","G1"
"21197","M/Early G1","G1"
"21198","S","S"
"21199","S/G2","G1"
"21200","G1","G1"
"21201","G1","G1"
"21202","G1","G1"
"21203","G1","G1"
"21204","G1","G1"
"21205","S/G2","M"
"21206","Neural G0","G1"
"21207","G1","G1"
"21208","G2/M","M"
"21209","M/Early G1","M"
"21210","G1","G1"
"21211","Neural G0","G1"
"21212","G2/M","M"
"21213","Neural G0","G1"
"21214","G1","G1"
"21215","G2/M","G1"
"21216","S","G1S"
"21217","Neural G0","G1"
"21218","Neural G0","G1"
"21219","G1","G1"
"21220","S/G2","G2M"
"21221","G1","G1"
"21222","G2/M","M"
"21223","G1","G1"
"21224","S","G1"
"21225","S/G2","G1"
"21226","G2/M","M"
"21227","Neural G0","G1"
"21228","Neural G0","G1"
"21229","M/Early G1","G1"
"21230","G2/M","M"
"21231","G1","G1"
"21232","G1","G1"
"21233","M/Early G1","G1"
"21234","G1","G1"
"21235","Neural G0","G1"
"21236","G2/M","M"
"21237","Neural G0","G1"
"21238","G1","G1"
"21239","G2/M","M"
"21240","G1","G1"
"21241","G1","G1"
"21242","G1","G1"
"21243","G1","G1"
"21244","G2/M","G1"
"21245","G2/M","G1"
"21246","S","G1"
"21247","G1","G1"
"21248","Neural G0","G1"
"21249","G1","G1"
"21250","G1","G1"
"21251","Late G1","G1"
"21252","G2/M","G1"
"21253","Neural G0","G1"
"21254","G2/M","M"
"21255","Neural G0","G1"
"21256","S/G2","G2M"
"21257","G1","G2M"
"21258","G2/M","M"
"21259","Neural G0","G1"
"21260","G1","G1"
"21261","G1","G1"
"21262","S/G2","M"
"21263","G2/M","G2M"
"21264","S/G2","G1"
"21265","G1","G1"
"21266","Neural G0","G1"
"21267","S","G1S"
"21268","G2/M","M"
"21269","G1","G1"
"21270","G1","G1"
"21271","G1","M"
"21272","G1","M"
"21273","Neural G0","G1"
"21274","M/Early G1","G1"
"21275","M/Early G1","G1"
"21276","G1","G1"
"21277","M/Early G1","G1"
"21278","Neural G0","G1"
"21279","Late G1","G1"
"21280","G1","G1"
"21281","Neural G0","G1"
"21282","Neural G0","G1"
"21283","G2/M","M"
"21284","G1","G1"
"21285","M/Early G1","G1"
"21286","G1","G1"
"21287","S","G1"
"21288","G2/M","G2M"
"21289","S","G1S"
"21290","G1","G1"
"21291","M/Early G1","G1"
"21292","Neural G0","G1"
"21293","Neural G0","G1"
"21294","G1","G1"
"21295","G2/M","M"
"21296","G1","G1"
"21297","G1","M"
"21298","G1","G1"
"21299","G1","G1"
"21300","Neural G0","G1"
"21301","Neural G0","G1"
"21302","Neural G0","G1"
"21303","Late G1","G1"
"21304","M/Early G1","G1"
"21305","G2/M","M"
"21306","G1","G1"
"21307","S","G1"
"21308","G1","G1"
"21309","G1","G1"
"21310","Late G1","G1"
"21311","Neural G0","G1"
"21312","G1","G1"
"21313","Late G1","G1"
"21314","G1","G1"
"21315","G1","G1"
"21316","G1","G1"
"21317","G2/M","M"
"21318","G1","G1"
"21319","G1","G1"
"21320","G1","G1"
"21321","Neural G0","G1"
"21322","S","G1"
"21323","Neural G0","G1"
"21324","M/Early G1","M"
"21325","G2/M","M"
"21326","G1","G1"
"21327","Neural G0","M"
"21328","G1","G1"
"21329","G1","G1"
"21330","Neural G0","G1"
"21331","G1","G1"
"21332","Neural G0","G1"
"21333","G1","G1"
"21334","G2/M","M"
"21335","S","G1"
"21336","Neural G0","G1"
"21337","G1","G1"
"21338","G1","G1"
"21339","Neural G0","G1"
"21340","Neural G0","G1S"
"21341","M/Early G1","G1"
"21342","Late G1","G1"
"21343","G1","G1"
"21344","G1","G1"
"21345","Late G1","G1"
"21346","G1","G1"
"21347","G1","G1"
"21348","G1","G1"
"21349","G1","G1"
"21350","Neural G0","S"
"21351","M/Early G1","G1"
"21352","S/G2","G2M"
"21353","G1","G1"
"21354","G1","G1"
"21355","Neural G0","G1"
"21356","G1","G1"
"21357","S/G2","M"
"21358","G1","G1"
"21359","G1","G1"
"21360","S/G2","M"
"21361","G1","G1"
"21362","G1","G1"
"21363","M/Early G1","G1"
"21364","G1","G1"
"21365","G2/M","M"
"21366","G1","G1"
"21367","G2/M","G2M"
"21368","G1","G1"
"21369","S","S"
"21370","G2/M","G2M"
"21371","G1","G1"
"21372","Neural G0","G1"
"21373","G2/M","M"
"21374","Neural G0","G1"
"21375","Neural G0","G1"
"21376","S","G1"
"21377","G1","G1"
"21378","Neural G0","G1"
"21379","S","G1"
"21380","Late G1","G1S"
"21381","S/G2","G1"
"21382","G1","G1"
"21383","Late G1","G1"
"21384","S/G2","G1"
"21385","G1","G1"
"21386","Neural G0","G1"
"21387","Neural G0","G1"
"21388","G1","G1"
"21389","Neural G0","G1"
"21390","S/G2","G2M"
"21391","Neural G0","G1"
"21392","G1","G1"
"21393","G1","G1"
"21394","Late G1","G2M"
"21395","Neural G0","G1"
"21396","S/G2","G1"
"21397","G1","G1"
"21398","S","G1S"
"21399","G1","G1"
"21400","Neural G0","G1"
"21401","G2/M","G1"
"21402","Late G1","G1"
"21403","G1","G1"
"21404","Neural G0","G1"
"21405","G1","G1"
"21406","Neural G0","G1"
"21407","G1","G1"
"21408","G2/M","M"
"21409","G1","G1"
"21410","G1","G1S"
"21411","S","G1"
"21412","G2/M","M"
"21413","Neural G0","G1"
"21414","G1","G1"
"21415","S","G1"
"21416","Neural G0","G1"
"21417","Neural G0","G1"
"21418","G2/M","M"
"21419","G1","G1"
"21420","G1","G1"
"21421","G1","S"
"21422","Neural G0","G1"
"21423","Neural G0","G1"
"21424","Neural G0","G1"
"21425","G1","G1"
"21426","G1","G1"
"21427","Neural G0","G1"
"21428","Neural G0","G1"
"21429","Neural G0","G1"
"21430","Late G1","G1"
"21431","S/G2","G1"
"21432","G1","G1"
"21433","G1","G1"
"21434","G1","G1"
"21435","Neural G0","G1"
"21436","G1","G1"
"21437","G1","G1"
"21438","M/Early G1","G1"
"21439","S","G1"
"21440","G1","G1"
"21441","M/Early G1","G1"
"21442","S/G2","G2"
"21443","G1","G1"
"21444","S","G1"
"21445","G1","G1"
"21446","Neural G0","G1"
"21447","Late G1","G1"
"21448","Neural G0","G1"
"21449","G1","G1"
"21450","G1","G1"
"21451","S/G2","M"
"21452","M/Early G1","G1"
"21453","G2/M","M"
"21454","Late G1","G1"
"21455","M/Early G1","G1"
"21456","G1","G1"
"21457","G1","G1"
"21458","Neural G0","G1"
"21459","M/Early G1","G1"
"21460","G2/M","M"
"21461","G2/M","M"
"21462","S/G2","M"
"21463","G1","G1"
"21464","M/Early G1","G1"
"21465","Neural G0","G1"
"21466","Neural G0","G1"
"21467","M/Early G1","G1"
"21468","G1","G1"
"21469","G1","G1"
"21470","M/Early G1","G1"
"21471","Neural G0","G2M"
"21472","G1","G1"
"21473","Neural G0","G1"
"21474","S/G2","G2"
"21475","Late G1","G1"
"21476","G1","G1"
"21477","M/Early G1","G1"
"21478","G1","G1"
"21479","G2/M","M"
"21480","G1","G1"
"21481","G1","G1"
"21482","G1","G1"
"21483","S/G2","G1"
"21484","S/G2","G1"
"21485","G1","G1"
"21486","Late G1","G1"
"21487","G2/M","M"
"21488","S/G2","G1"
"21489","Neural G0","G1"
"21490","S","G1"
"21491","S","G1S"
"21492","S/G2","G2"
"21493","S/G2","M"
"21494","Neural G0","G1"
"21495","Late G1","G1"
"21496","S/G2","G2M"
"21497","G1","G1"
"21498","Late G1","G1"
"21499","G1","G1"
"21500","G1","G1"
"21501","M/Early G1","G1"
"21502","G1","G1"
"21503","G1","G1"
"21504","G1","G1"
"21505","G2/M","M"
"21506","G1","G1"
"21507","Neural G0","G1"
"21508","G1","G1"
"21509","S/G2","M"
"21510","G1","G1"
"21511","G1","G1"
"21512","G2/M","M"
"21513","Late G1","G1"
"21514","Late G1","G1"
"21515","G2/M","M"
"21516","S/G2","G1"
"21517","M/Early G1","G1"
"21518","M/Early G1","G1"
"21519","G1","G1"
"21520","G1","G1"
"21521","Neural G0","G1"
"21522","G1","G1"
"21523","G1","G1"
"21524","G2/M","M"
"21525","S/G2","M"
"21526","Neural G0","G1"
"21527","G2/M","M"
"21528","G2/M","G1"
"21529","G1","G1"
"21530","G1","G1"
"21531","Late G1","G1"
"21532","G1","G1"
"21533","S","G1"
"21534","G1","G1"
"21535","Neural G0","G1"
"21536","G1","G1"
"21537","Late G1","G1"
"21538","Neural G0","G1"
"21539","G2/M","M"
"21540","G1","G1"
"21541","G1","G1"
"21542","G2/M","M"
"21543","S","S"
"21544","M/Early G1","M"
"21545","G1","G1"
"21546","G1","G1"
"21547","Late G1","G1"
"21548","G1","G1"
"21549","G1","G1"
"21550","Neural G0","G1"
"21551","Neural G0","G1"
"21552","Neural G0","G1"
"21553","Neural G0","G1"
"21554","G1","G1"
"21555","G1","G1"
"21556","G1","G1"
"21557","G1","G1"
"21558","S","G1"
"21559","Neural G0","G1"
"21560","G2/M","G2M"
"21561","Neural G0","G1"
"21562","Neural G0","G1"
"21563","G1","G1"
"21564","Neural G0","G1"
"21565","G1","G1"
"21566","G1","G1"
"21567","S/G2","M"
"21568","G2/M","M"
"21569","G1","G1"
"21570","G2/M","M"
"21571","G1","G1"
"21572","G1","G1"
"21573","S/G2","G1"
"21574","Neural G0","G1"
"21575","S","G1"
"21576","Neural G0","G1"
"21577","M/Early G1","G1"
"21578","S","G1S"
"21579","G1","G1"
"21580","Neural G0","G1"
"21581","M/Early G1","G1"
"21582","S/G2","G1S"
"21583","G1","G1"
"21584","Neural G0","G1"
"21585","M/Early G1","G1"
"21586","Late G1","G1"
"21587","G1","G1"
"21588","Neural G0","G1"
"21589","M/Early G1","G1"
"21590","Neural G0","G1"
"21591","G2/M","M"
"21592","Late G1","G1"
"21593","G2/M","M"
"21594","Neural G0","G1"
"21595","G2/M","M"
"21596","Neural G0","G1"
"21597","Neural G0","G1"
"21598","Neural G0","G1"
"21599","S/G2","G1S"
"21600","Neural G0","G1"
"21601","S","G1S"
"21602","Neural G0","G1"
"21603","Neural G0","G1"
"21604","Neural G0","G1"
"21605","M/Early G1","G1"
"21606","Late G1","G1"
"21607","Neural G0","G1"
"21608","G1","G1"
"21609","G1","G1"
"21610","Neural G0","G1"
"21611","Neural G0","G1"
"21612","G2/M","M"
"21613","G2/M","M"
"21614","G2/M","M"
"21615","M/Early G1","G1"
"21616","G1","M"
"21617","Neural G0","G1"
"21618","G1","G1"
"21619","Neural G0","G1"
"21620","Neural G0","G1"
"21621","G1","G1"
"21622","Neural G0","G1"
"21623","G1","G1"
"21624","Neural G0","G1"
"21625","Late G1","G1"
"21626","S/G2","G2M"
"21627","S/G2","G2M"
"21628","Late G1","G1"
"21629","M/Early G1","G1"
"21630","G1","G1"
"21631","G1","G1"
"21632","Neural G0","G1"
"21633","M/Early G1","G1"
"21634","Neural G0","G1"
"21635","S/G2","M"
"21636","G2/M","M"
"21637","M/Early G1","M"
"21638","Late G1","G1"
"21639","M/Early G1","G1"
"21640","G1","G1"
"21641","G1","G1"
"21642","Neural G0","G1"
"21643","G1","G1"
"21644","G1","G1"
"21645","G2/M","G2M"
"21646","G2/M","M"
"21647","G1","G1"
"21648","Neural G0","G1"
"21649","S/G2","G1"
"21650","G1","G1"
"21651","Neural G0","G1"
"21652","G1","G1"
"21653","G1","G1"
"21654","G1","G1"
"21655","M/Early G1","G1"
"21656","G1","G1"
"21657","Neural G0","G1"
"21658","G1","G1"
"21659","G1","G1"
"21660","G2/M","G1"
"21661","G2/M","G1"
"21662","G2/M","M"
"21663","S/G2","G1"
"21664","S","G1"
"21665","S/G2","G1S"
"21666","G2/M","M"
"21667","S","G1S"
"21668","G2/M","G1"
"21669","G1","G1"
"21670","M/Early G1","G1"
"21671","Neural G0","G1"
"21672","Neural G0","G1"
"21673","M/Early G1","G1"
"21674","G1","G1"
"21675","G1","G1"
"21676","Neural G0","G1"
"21677","S/G2","M"
"21678","Neural G0","G1"
"21679","G2/M","M"
"21680","G1","G1"
"21681","G1","G1"
"21682","S/G2","G1"
"21683","Neural G0","G1"
"21684","S/G2","G2M"
"21685","S/G2","M"
"21686","Late G1","G1"
"21687","G1","G1"
"21688","G1","G1"
"21689","G2/M","M"
"21690","G1","G1"
"21691","Neural G0","G1"
"21692","Neural G0","G1"
"21693","G1","G1"
"21694","Late G1","G1"
"21695","S/G2","G1S"
"21696","G1","M"
"21697","S/G2","M"
"21698","Neural G0","G1"
"21699","G1","G1"
"21700","S/G2","G2M"
"21701","G1","G1"
"21702","M/Early G1","G1"
"21703","G2/M","M"
"21704","G1","G1"
"21705","S/G2","G1"
"21706","Neural G0","G1"
"21707","M/Early G1","G1"
"21708","G1","G1"
"21709","M/Early G1","G1"
"21710","Late G1","G2M"
"21711","G1","G1"
"21712","G1","G1"
"21713","G1","G1"
"21714","S","G1"
"21715","Neural G0","G1"
"21716","G1","G1"
"21717","G1","G1"
"21718","Late G1","G1"
"21719","Neural G0","G1"
"21720","M/Early G1","G1"
"21721","S/G2","M"
"21722","G1","G1"
"21723","G2/M","M"
"21724","G1","G1"
"21725","Neural G0","G1"
"21726","G2/M","M"
"21727","G2/M","M"
"21728","Neural G0","G1"
"21729","G2/M","M"
"21730","S","G1"
"21731","G2/M","M"
"21732","M/Early G1","G1"
"21733","Neural G0","G1"
"21734","Late G1","G1"
"21735","Neural G0","G1"
"21736","G2/M","M"
"21737","Late G1","G1"
"21738","G1","S"
"21739","Late G1","G1"
"21740","S/G2","M"
"21741","G1","G1"
"21742","Neural G0","G1"
"21743","G1","G1"
"21744","Neural G0","G1"
"21745","G2/M","M"
"21746","S","G1"
"21747","S/G2","G1"
"21748","Late G1","G1"
"21749","G1","G1"
"21750","G2/M","M"
"21751","G1","G1"
"21752","G2/M","M"
"21753","S/G2","G2M"
"21754","S","G1"
"21755","G1","G1"
"21756","G1","G1"
"21757","S/G2","G2"
"21758","G2/M","M"
"21759","G2/M","G2M"
"21760","G2/M","G2M"
"21761","Neural G0","G1"
"21762","Neural G0","G1"
"21763","G2/M","G1"
"21764","G1","M"
"21765","S/G2","G2"
"21766","Late G1","G1"
"21767","G1","G1"
"21768","G1","G1"
"21769","Neural G0","G1"
"21770","Neural G0","G1"
"21771","G1","G1"
"21772","Late G1","G1"
"21773","Neural G0","G1"
"21774","G1","G1"
"21775","Neural G0","G1"
"21776","M/Early G1","G1"
"21777","G2/M","M"
"21778","G1","G1"
"21779","Neural G0","G1"
"21780","Late G1","G1"
"21781","Neural G0","G1"
"21782","G1","G1"
"21783","Neural G0","G1"
"21784","G1","M"
"21785","M/Early G1","G1"
"21786","Neural G0","G1"
"21787","Neural G0","G1"
"21788","Late G1","G1"
"21789","S/G2","G1"
"21790","G1","G1"
"21791","Neural G0","G1"
"21792","G1","G1"
"21793","G1","G1"
"21794","G2/M","M"
"21795","Neural G0","G1"
"21796","M/Early G1","G1"
"21797","G1","G1"
"21798","Neural G0","G1"
"21799","M/Early G1","G1"
"21800","S/G2","G2M"
"21801","M/Early G1","G1"
"21802","Neural G0","G1"
"21803","G1","G1"
"21804","G1","G1"
"21805","S/G2","M"
"21806","S","G1"
"21807","G1","G1"
"21808","G1","G1"
"21809","Neural G0","G1"
"21810","G1","G1"
"21811","Neural G0","G1"
"21812","G1","G1"
"21813","S/G2","S"
"21814","G1","G1"
"21815","G1","G1"
"21816","G2/M","M"
"21817","G1","G1"
"21818","G1","G1"
"21819","Neural G0","G1"
"21820","G2/M","M"
"21821","Late G1","G1"
"21822","S/G2","G1S"
"21823","Neural G0","G1"
"21824","G1","G1"
"21825","G1","G1"
"21826","G2/M","M"
"21827","Late G1","G1"
"21828","G1","G1"
"21829","G1","G1"
"21830","Neural G0","M"
"21831","G1","G1"
"21832","G1","G1"
"21833","G1","G1"
"21834","G2/M","M"
"21835","G1","G1"
"21836","S/G2","G2"
"21837","G2/M","M"
"21838","G1","G1"
"21839","Neural G0","G1"
"21840","Late G1","G1"
"21841","S","G1S"
"21842","Neural G0","G1"
"21843","M/Early G1","G1"
"21844","M/Early G1","G1"
"21845","S/G2","M"
"21846","G1","G1"
"21847","Neural G0","G1"
"21848","G1","G1"
"21849","Neural G0","G1"
"21850","S","G1"
"21851","G1","G1"
