"","Phase","recat"
"13489","G1","G1"
"13490","G1","G1"
"13491","G2M","M"
"13492","G2M","M"
"13493","S","G1"
"13494","G1","G1"
"13495","G2M","M"
"13496","G1","G1"
"13497","S","M"
"13498","G1","G1"
"13499","G1","G1"
"13500","G2M","G1"
"13501","G1","G1"
"13502","G1","G1"
"13503","G2M","M"
"13504","G2M","G2M"
"13505","S","G1"
"13506","S","G1"
"13507","G1","G1"
"13508","G1","G1"
"13509","S","G1"
"13510","S","G2"
"13511","G2M","G2M"
"13512","G1","G1"
"13513","G1","G1"
"13514","G2M","M"
"13515","G1","G1"
"13516","G1","G1"
"13517","G1","G1"
"13518","G2M","M"
"13519","G1","G1"
"13520","G1","G1"
"13521","G1","G1"
"13522","G1","G1"
"13523","S","G1"
"13524","G1","G1"
"13525","S","G1S"
"13526","S","G1"
"13527","G1","G1"
"13528","G2M","M"
"13529","G2M","G2M"
"13530","G2M","M"
"13531","G1","G1"
"13532","G1","G1"
"13533","S","G1"
"13534","G1","G1"
"13535","G1","G1"
"13536","S","G1S"
"13537","G2M","G1"
"13538","G1","G1"
"13539","G1","G1"
"13540","G1","G1"
"13541","G1","G1"
"13542","G1","G1"
"13543","G2M","M"
"13544","G1","G1"
"13545","G1","G1"
"13546","S","G1"
"13547","G1","G1"
"13548","G2M","M"
"13549","G2M","M"
"13550","G2M","G2M"
"13551","G1","G1"
"13552","G2M","M"
"13553","S","G1"
"13554","G1","G1"
"13555","S","G1"
"13556","G2M","M"
"13557","G1","G1"
"13558","G2M","M"
"13559","G1","G1"
"13560","S","G1"
"13561","G1","G1"
"13562","G1","G1"
"13563","S","G1"
"13564","G1","G1"
"13565","G1","G1"
"13566","S","G1"
"13567","G1","G1"
"13568","G1","G1"
"13569","G1","G1"
"13570","G1","G1"
"13571","G1","G1"
"13572","G1","G1"
"13573","G1","G1"
"13574","S","S"
"13575","S","G1"
"13576","G1","G1"
"13577","G2M","G2M"
"13578","G1","G1"
"13579","G2M","M"
"13580","G1","G1"
"13581","S","G1"
"13582","G2M","M"
"13583","S","G1"
"13584","G1","G1"
"13585","G1","G1"
"13586","S","G1"
"13587","G1","G1"
"13588","G1","G1"
"13589","G1","G1"
"13590","G2M","G1"
"13591","G2M","M"
"13592","G1","G1"
"13593","G1","G1"
"13594","G1","G1"
"13595","G1","G1"
"13596","G1","G1"
"13597","G1","G1"
"13598","G1","G1"
"13599","G1","G1"
"13600","S","G1"
"13601","G2M","M"
"13602","S","S"
"13603","G1","G1"
"13604","G1","G1"
"13605","S","G1"
"13606","G2M","G2M"
"13607","S","G1"
"13608","S","G1"
"13609","G1","G1"
"13610","G1","G1"
"13611","G1","G1"
"13612","G1","G1"
"13613","G1","G1"
"13614","G2M","M"
"13615","S","G1S"
"13616","G1","G1"
"13617","S","G1"
"13618","G2M","M"
"13619","G1","G1"
"13620","S","G1S"
"13621","G1","G1"
"13622","G1","G1"
"13623","G1","G1"
"13624","G1","G1"
"13625","G1","G1"
"13626","G1","G1"
"13627","G1","G1"
"13628","S","G1S"
"13629","G1","G1"
"13630","S","G1"
"13631","G1","G1"
"13632","G1","G1"
"13633","G1","G1"
"13634","G1","M"
"13635","G1","G1"
"13636","G1","G1"
"13637","G2M","G1"
"13638","G1","G1"
"13639","G1","G1"
"13640","G1","G1"
"13641","G2M","M"
"13642","G1","G1"
"13643","G1","G1"
"13644","S","G1"
"13645","S","S"
"13646","G1","G1"
"13647","G1","G1"
"13648","G1","G1"
"13649","G2M","G1"
"13650","G2M","G1"
"13651","S","G1"
"13652","G1","G1"
"13653","G1","G1"
"13654","S","G1"
"13655","G1","G1"
"13656","G1","G1"
"13657","S","G1"
"13658","G1","G1"
"13659","G2M","G2M"
"13660","G1","G1"
"13661","G2M","S"
"13662","G1","G1"
"13663","S","G1"
"13664","G2M","M"
"13665","G1","G1"
"13666","S","G1"
"13667","G1","G1"
"13668","G1","G1"
"13669","G2M","M"
"13670","G2M","M"
"13671","G1","G1"
"13672","G1","G1"
"13673","G1","G1"
"13674","G1","G1"
"13675","S","G1"
"13676","S","G1"
"13677","S","G1"
"13678","G2M","M"
"13679","G2M","M"
"13680","G1","G1"
"13681","G1","G1"
"13682","G2M","M"
"13683","G1","G1"
"13684","G2M","M"
"13685","G1","G1"
"13686","G1","G1"
"13687","G1","G1"
"13688","S","G1"
"13689","S","G1"
"13690","S","G1"
"13691","G2M","M"
"13692","G1","G1"
"13693","G2M","G1"
"13694","S","G1"
"13695","G1","G1"
"13696","S","S"
"13697","G2M","M"
"13698","S","G1"
"13699","G2M","G1"
"13700","S","G1"
"13701","G1","G1"
"13702","G1","G1"
"13703","G1","G1"
"13704","G2M","G1"
"13705","G2M","M"
"13706","G1","G1"
"13707","G1","G1"
"13708","G2M","M"
"13709","G2M","G2M"
"13710","G1","G1"
"13711","G2M","G1"
"13712","S","S"
"13713","G1","G1"
"13714","S","G1S"
"13715","G1","G1"
"13716","G2M","M"
"13717","G2M","M"
"13718","G1","G1"
"13719","G1","G1"
"13720","G2M","G2M"
"13721","G1","G1"
"13722","G1","G1"
"13723","G1","G1"
"13724","G2M","G1"
"13725","G1","G1"
"13726","G1","G1"
"13727","G1","G1"
"13728","G2M","G1"
"13729","G2M","M"
"13730","G2M","G2M"
"13731","G1","G1"
"13732","S","S"
"13733","G2M","G1"
"13734","G1","G1"
"13735","G1","G1"
"13736","G1","G1"
"13737","G1","G1"
"13738","G1","G2M"
"13739","S","G1"
"13740","G1","G1"
"13741","G1","G1"
"13742","G2M","G2M"
"13743","G1","G1"
"13744","G1","G1"
"13745","G1","G1"
"13746","G2M","M"
"13747","G1","G1"
"13748","G1","G2M"
"13749","S","S"
"13750","G1","G1"
"13751","G1","G1"
"13752","S","G1"
"13753","G1","G1"
"13754","S","G1"
"13755","S","G1"
"13756","G2M","M"
"13757","G2M","G1"
"13758","G2M","M"
"13759","G1","G1"
"13760","G1","G1"
"13761","G1","G1"
"13762","S","G1S"
"13763","G2M","G1"
"13764","G1","G1"
"13765","G1","G1"
"13766","G1","G1"
"13767","G1","G1"
"13768","G1","G1"
"13769","G1","G1"
"13770","S","G1"
"13771","G2M","M"
"13772","G2M","M"
"13773","G1","G1"
"13774","G1","G1"
"13775","G1","G1"
"13776","G2M","G2"
"13777","G1","G1"
"13778","S","G1"
"13779","G2M","M"
"13780","G1","G1"
"13781","G1","G1"
"13782","G1","G1"
"13783","G1","G1"
"13784","G2M","M"
"13785","S","G1"
"13786","G2M","M"
"13787","G2M","M"
"13788","S","G1"
"13789","G1","G1"
"13790","G2M","G2M"
"13791","G1","G1"
"13792","G1","G1"
"13793","G1","G1"
"13794","G1","G1"
"13795","G1","G1"
"13796","S","G1"
"13797","G1","G1"
"13798","G1","G1"
"13799","S","G1"
"13800","G1","G1"
"13801","G2M","G1"
"13802","S","G1"
"13803","G1","G1"
"13804","G1","G1"
"13805","S","G1"
"13806","G1","G1"
"13807","G1","G1"
"13808","G1","G1"
"13809","S","S"
"13810","G1","G1"
"13811","G1","G1"
"13812","S","G1S"
"13813","G1","G1"
"13814","G1","G1"
"13815","G1","G1"
"13816","S","G1"
"13817","S","G1"
"13818","S","G1"
"13819","G1","G1"
"13820","G2M","M"
"13821","G2M","M"
"13822","G1","G1"
"13823","G2M","G1"
"13824","S","G1"
"13825","G2M","M"
"13826","G1","G1"
"13827","G1","G1"
"13828","S","G1"
"13829","G1","G1"
"13830","S","G1"
"13831","G1","G1"
"13832","G1","G1"
"13833","G1","G1"
"13834","G1","G1"
"13835","G1","G1"
"13836","G2M","G2"
"13837","G1","G1"
"13838","G2M","G1"
"13839","G1","G1"
"13840","G1","G1"
"13841","G1","G1"
"13842","G1","G1"
"13843","G1","G1"
"13844","S","G1"
"13845","G1","G1"
"13846","G1","G1"
"13847","G1","G1"
"13848","S","G1S"
"13849","G1","G1"
"13850","G1","G1"
"13851","G1","G1"
"13852","G1","G1"
"13853","G1","G1"
"13854","S","G1"
"13855","G1","G1"
"13856","G1","G1"
"13857","G1","G1"
"13858","S","G1"
"13859","G1","G1"
"13860","G1","G1"
"13861","G1","G1"
"13862","G1","G1"
"13863","G1","G1"
"13864","G2M","M"
"13865","G1","G1"
"13866","G1","G1"
"13867","S","G1"
"13868","G1","G1"
"13869","G1","G1"
"13870","S","G1S"
"13871","G2M","G1"
"13872","G1","M"
"13873","G1","G1"
"13874","G1","G1"
"13875","S","G1"
"13876","G2M","G2"
"13877","G2M","G1"
"13878","G2M","G2M"
"13879","G2M","G1"
"13880","G2M","M"
"13881","G2M","M"
"13882","G1","G1"
"13883","G1","G1"
"13884","G2M","M"
"13885","G1","G1"
"13886","S","G1"
"13887","G1","G1"
"13888","G2M","M"
"13889","S","G1"
"13890","G1","G1"
"13891","G1","G1"
"13892","S","G1"
"13893","G1","G1"
"13894","G1","G1"
"13895","G1","G1"
"13896","S","G1S"
"13897","G1","G1"
"13898","G1","G1"
"13899","G1","G1"
"13900","G1","G1"
"13901","G2M","M"
"13902","S","S"
"13903","S","G1"
"13904","G2M","M"
"13905","S","G1"
"13906","G1","G1"
"13907","S","G2M"
"13908","S","G1"
"13909","S","G1"
"13910","G2M","M"
"13911","G2M","M"
"13912","G2M","M"
"13913","G1","G1"
"13914","S","G1"
"13915","G1","G1"
"13916","G1","G1"
"13917","S","G1"
"13918","G1","G1"
"13919","G1","G1"
"13920","G1","S"
"13921","G1","G1"
"13922","G1","G1"
"13923","G2M","M"
"13924","S","G1"
"13925","G2M","M"
"13926","G2M","G1"
"13927","G2M","G2M"
"13928","G2M","M"
"13929","G1","G1"
"13930","G1","G1"
"13931","S","G1"
"13932","S","G1"
"13933","G1","G1"
"13934","S","S"
"13935","G1","G1"
"13936","G1","G1"
"13937","G1","G1"
"13938","G1","G1"
"13939","G2M","M"
"13940","G1","G1"
"13941","G1","G1"
"13942","G2M","M"
"13943","G1","G1"
"13944","G2M","G2M"
"13945","G2M","M"
"13946","G1","G1"
"13947","G1","G1"
"13948","G2M","M"
"13949","G1","G1"
"13950","G1","G1"
"13951","S","G1"
"13952","G1","G1"
"13953","S","G1"
"13954","G1","G1"
"13955","G1","G1"
"13956","S","G1"
"13957","G2M","M"
"13958","S","G1"
"13959","S","G1"
"13960","G1","G1"
"13961","G1","G1"
"13962","G2M","M"
"13963","G1","G1"
"13964","G1","G1"
"13965","G2M","M"
"13966","G1","G1"
"13967","G2M","M"
"13968","G1","G1"
"13969","G1","M"
"13970","G2M","M"
"13971","G1","G1"
"13972","G2M","M"
"13973","G1","G1"
"13974","G1","G1"
"13975","G1","G1"
"13976","G1","G1"
"13977","G2M","G1"
"13978","G1","G1"
"13979","S","G1"
"13980","G1","G1"
"13981","G1","G1"
"13982","S","G1"
"13983","S","G2"
"13984","S","G2M"
"13985","G1","G1"
"13986","G1","G1"
"13987","G1","G1"
"13988","G1","G1"
"13989","G2M","M"
"13990","G1","G1"
"13991","G2M","M"
"13992","G1","G1"
"13993","G2M","M"
"13994","G1","G1"
"13995","S","G1S"
"13996","S","G1"
"13997","G1","G1"
"13998","G1","G1"
"13999","G1","G1"
"14000","G1","G1"
"14001","G1","G1"
"14002","G2M","M"
"14003","G1","G1"
"14004","S","G1"
"14005","S","G1"
"14006","G1","G1"
"14007","S","G1"
"14008","G1","G1"
"14009","G1","G1"
"14010","G1","G1"
"14011","G1","G1"
"14012","G2M","M"
"14013","G1","G1"
"14014","S","G1S"
"14015","G1","G1"
"14016","S","G1"
"14017","G2M","M"
"14018","G1","G1"
"14019","G2M","M"
"14020","S","G1"
"14021","G1","G1"
"14022","G1","G1"
"14023","S","G1"
"14024","G2M","G2"
"14025","G1","G1"
"14026","G1","G1"
"14027","G2M","M"
"14028","S","G1S"
"14029","G1","G1"
"14030","G2M","G2M"
"14031","S","M"
"14032","S","G1"
"14033","G2M","G1"
"14034","G1","G1"
"14035","G1","G1"
"14036","G1","G1"
"14037","G1","G1"
"14038","G2M","G2"
"14039","G1","G1"
"14040","G2M","M"
"14041","G1","G1"
"14042","S","G1"
"14043","S","G2M"
"14044","G1","G1"
"14045","G1","G1"
"14046","G1","G1"
"14047","G1","G1"
"14048","G1","G1"
"14049","G1","G1"
"14050","G1","G1"
"14051","G1","G1"
"14052","G1","G1"
"14053","G1","G1"
"14054","G1","G1"
"14055","G1","G1"
"14056","G1","G1"
"14057","G2M","M"
"14058","G2M","G2M"
"14059","G1","G1"
"14060","G1","G1"
"14061","G1","G1"
"14062","G1","G1"
"14063","G2M","M"
"14064","G1","G1"
"14065","S","G1"
"14066","G1","G1"
"14067","G1","G1"
"14068","G2M","G1"
"14069","G1","G1"
"14070","G1","G1"
"14071","G1","G1"
"14072","G1","G1"
"14073","S","G1"
"14074","G1","G1"
"14075","G2M","M"
"14076","G1","G1"
"14077","G1","G1"
"14078","G1","G1"
"14079","S","G1S"
"14080","G2M","M"
"14081","G1","G1"
"14082","G1","G1"
"14083","G2M","M"
"14084","S","M"
"14085","G1","G1"
"14086","G1","G1"
"14087","G1","G1"
"14088","G2M","M"
"14089","G1","G1"
"14090","G1","G1"
"14091","G1","G1"
"14092","S","G1S"
"14093","S","G1"
"14094","G2M","M"
"14095","S","G1"
"14096","G1","G1"
"14097","G1","G1"
"14098","S","G1"
"14099","G1","G1"
"14100","G2M","M"
"14101","G1","G1"
"14102","G1","G1"
"14103","G1","G1"
"14104","G1","G1"
"14105","G1","G1"
"14106","G1","G1"
"14107","G1","G1"
"14108","G1","G1"
"14109","S","G1"
"14110","G1","G1"
"14111","G1","G1"
"14112","S","G1"
"14113","G1","G1"
"14114","G2M","M"
"14115","G1","G1"
"14116","G2M","M"
"14117","G2M","G2M"
"14118","G1","G1"
"14119","G1","G1"
"14120","G1","G1"
"14121","S","G1"
"14122","G1","G1"
"14123","S","G1"
"14124","S","G1"
"14125","G1","G1"
"14126","S","G1"
"14127","G1","G1"
"14128","G1","G1"
"14129","G1","G1"
"14130","G1","G1"
"14131","G1","G1"
"14132","G1","G1"
"14133","S","G1S"
"14134","G1","G1"
"14135","S","M"
"14136","G1","G1"
"14137","G1","G1"
"14138","G1","G1"
"14139","G1","G1"
"14140","S","G1"
"14141","G1","G1"
"14142","G1","G1"
"14143","S","G1"
"14144","G1","G1"
"14145","G1","G1"
"14146","G1","G1"
"14147","G1","G1"
"14148","G1","G1"
"14149","G1","G1"
"14150","G1","G1"
"14151","G1","G1"
"14152","G2M","G2M"
"14153","G1","G1"
"14154","G2M","M"
"14155","S","G1"
"14156","S","G1"
"14157","G1","G1"
"14158","G1","G1"
"14159","S","G1"
"14160","G1","G1"
"14161","S","G1"
"14162","G1","G1"
"14163","G1","G1"
"14164","G2M","M"
"14165","S","G1S"
"14166","S","M"
"14167","S","G1"
"14168","S","G1"
"14169","G1","G1"
"14170","G1","G1"
"14171","S","G2"
"14172","G1","G1"
"14173","G1","G1"
"14174","S","G1S"
"14175","G1","G1"
"14176","G1","G1"
"14177","G1","G1"
"14178","G2M","M"
"14179","S","G1"
"14180","G2M","M"
"14181","G1","G1"
"14182","G1","G1"
"14183","G1","G1"
"14184","G1","G1"
"14185","S","G1"
"14186","G1","G1"
"14187","G2M","G2M"
"14188","G2M","M"
"14189","S","G1"
"14190","G1","G1"
"14191","S","G1"
"14192","G1","G1"
"14193","G1","G2M"
"14194","G1","G1"
"14195","G1","G1"
"14196","G1","G1"
"14197","G1","G1"
"14198","S","G1"
"14199","G1","G1"
"14200","S","G1"
"14201","G1","G1"
"14202","G2M","G2"
"14203","G2M","G2M"
"14204","S","G2"
"14205","G1","G1"
"14206","G2M","M"
"14207","G1","G1"
"14208","G1","G1"
"14209","S","G1S"
"14210","S","G1S"
"14211","G1","G1"
"14212","G1","G1"
"14213","G1","G1"
"14214","G2M","M"
"14215","G1","G1"
"14216","S","G1"
"14217","S","G1"
"14218","S","G1"
"14219","G2M","M"
"14220","G1","G1"
"14221","G1","G1"
"14222","G2M","G2M"
"14223","S","S"
"14224","G1","G1"
"14225","G2M","G2M"
"14226","G1","G1"
"14227","G1","G1"
"14228","G1","G1"
"14229","G1","G1"
"14230","S","G1"
"14231","G2M","G2"
"14232","G1","G1"
"14233","G1","G1"
"14234","G2M","M"
"14235","G1","G1"
"14236","G2M","G1"
"14237","S","G1"
"14238","G2M","G1"
"14239","G2M","M"
"14240","G1","G1"
"14241","G2M","G2M"
"14242","G1","G1"
"14243","S","G1"
"14244","G2M","M"
"14245","G1","G1"
"14246","G1","G1"
"14247","G1","G1"
"14248","G2M","M"
"14249","G1","G1"
"14250","G1","G1"
"14251","G1","G1"
"14252","G2M","M"
"14253","S","G1"
"14254","G1","G1"
"14255","G1","G1"
"14256","G1","G1"
"14257","G2M","M"
"14258","S","G1"
"14259","G1","G1"
"14260","G1","G1"
"14261","G1","G1"
"14262","G2M","G2"
"14263","G2M","M"
"14264","G1","G1"
"14265","G1","G1"
"14266","G1","G1"
"14267","G1","G1"
"14268","G1","G1"
"14269","G1","G1"
"14270","G1","G1"
"14271","G2M","G1"
"14272","G2M","M"
"14273","G1","G1"
"14274","G1","G1"
"14275","G2M","M"
"14276","G1","G1"
"14277","G2M","M"
"14278","G1","G1"
"14279","G2M","M"
"14280","G1","G1"
"14281","G2M","M"
"14282","S","G1"
"14283","G1","G1"
"14284","G1","G1"
"14285","G1","G1"
"14286","G2M","G1"
"14287","G1","G1"
"14288","G1","G1"
"14289","G1","G1"
"14290","G1","G1"
"14291","G1","G1"
"14292","G1","G1"
"14293","G1","G1"
"14294","G2M","M"
"14295","G1","G1"
"14296","G1","G1"
"14297","S","G1"
"14298","G1","G1"
"14299","G2M","M"
"14300","G1","G1"
"14301","G1","G1"
"14302","G1","G1"
"14303","G2M","M"
"14304","G1","G1"
"14305","S","G1"
"14306","G1","G1"
"14307","G1","G1"
"14308","G2M","G1"
"14309","G1","G1"
"14310","G2M","M"
"14311","G1","G1"
"14312","G2M","M"
"14313","G1","G1"
"14314","S","G1"
"14315","S","G1"
"14316","G2M","G2M"
"14317","G2M","G2M"
"14318","G2M","M"
"14319","G1","G1"
"14320","G1","G1"
"14321","G1","G1"
"14322","G1","G1"
"14323","G1","G2M"
"14324","S","G1S"
"14325","G1","G1"
"14326","S","G1"
"14327","G1","G1"
"14328","G1","G1"
"14329","G1","G1"
"14330","G1","G1"
"14331","G1","G1"
"14332","G2M","M"
"14333","G1","G1"
"14334","S","G1"
"14335","G2M","M"
"14336","S","S"
"14337","G1","G1"
"14338","G1","G1"
"14339","G1","G1"
"14340","G1","G1"
"14341","G1","G1"
"14342","G1","G1"
"14343","G2M","M"
"14344","S","G1"
"14345","G1","G1"
"14346","G1","G1"
"14347","S","G1S"
"14348","G1","G1"
"14349","S","G1"
"14350","G1","G1"
"14351","S","G1"
"14352","G2M","M"
"14353","G1","G1"
"14354","S","G1"
"14355","G1","G1"
"14356","G1","G1"
"14357","G1","G1"
"14358","G1","G1"
"14359","G2M","G1"
"14360","G2M","G1"
"14361","G1","G1"
"14362","G1","G1"
"14363","S","G1"
"14364","G1","G1"
"14365","G1","G1"
"14366","G1","G1"
"14367","G1","G1"
"14368","G1","G1"
"14369","G1","G1"
"14370","G1","G1"
"14371","G1","G1"
"14372","S","G1"
"14373","S","G1"
"14374","G2M","G2M"
"14375","G2M","M"
"14376","G2M","M"
"14377","G2M","M"
"14378","G1","G1"
"14379","G2M","M"
"14380","S","S"
"14381","S","G1S"
"14382","G1","G1"
"14383","G2M","M"
"14384","G2M","M"
"14385","G1","G1"
"14386","G1","G1"
"14387","G2M","G2M"
"14388","G1","G1"
"14389","G2M","M"
"14390","G1","G1"
"14391","S","G1"
"14392","S","G1"
"14393","G1","G1"
"14394","G1","G1"
"14395","G1","G1"
"14396","S","M"
"14397","G1","G1"
"14398","G2M","M"
"14399","G1","G1"
"14400","G1","G1"
"14401","G1","G1"
"14402","G2M","G1"
"14403","G1","G1"
"14404","G1","G1"
"14405","G1","G1"
"14406","G2M","M"
"14407","G1","G1"
"14408","G1","G1"
"14409","G1","G1"
"14410","G1","G1"
"14411","G2M","G1"
"14412","G2M","M"
"14413","G1","G1"
"14414","G2M","G2M"
"14415","G2M","G2"
"14416","S","G1"
"14417","G2M","M"
"14418","G1","G1"
"14419","G1","G1"
"14420","G2M","M"
"14421","G2M","G1"
"14422","G1","G1"
"14423","G2M","G2M"
"14424","G1","G1"
"14425","G1","G1"
"14426","G1","G1"
"14427","G1","G1"
"14428","G2M","G2"
"14429","S","G1"
"14430","G1","G1"
"14431","G1","G1"
"14432","G1","G1"
"14433","G1","G1"
"14434","S","G2"
"14435","G1","G1"
"14436","S","G1"
"14437","G1","G1"
"14438","G1","G1"
"14439","G1","G1"
"14440","G1","G1"
"14441","G1","G1"
"14442","G2M","G1"
"14443","G1","G1"
"14444","G2M","M"
"14445","G1","G1"
"14446","S","G1S"
"14447","G1","G1"
"14448","G1","G1"
"14449","G1","G1"
"14450","G1","G1"
"14451","G1","G1"
"14452","G1","G1"
"14453","G1","G1"
"14454","G1","G1"
"14455","S","G1"
"14456","S","G1"
"14457","G2M","M"
"14458","G1","G1"
"14459","G1","G1"
"14460","G2M","G1"
"14461","S","G1S"
"14462","S","G1"
"14463","G2M","M"
"14464","G2M","G1"
"14465","G1","G1"
"14466","S","G1"
"14467","G1","G1"
"14468","S","G1"
"14469","G1","G1"
"14470","G1","G1"
"14471","G1","G1"
"14472","G2M","M"
"14473","G1","G1"
"14474","G1","G1"
"14475","G2M","M"
"14476","G1","G1"
"14477","G2M","M"
"14478","G1","G1"
"14479","G1","G1"
"14480","G2M","G2"
"14481","G1","G1"
"14482","S","G1"
"14483","G1","G1"
"14484","G1","G1"
"14485","S","G1"
"14486","G1","G1"
"14487","G2M","M"
"14488","S","G1"
"14489","G1","G1"
"14490","G1","G1"
"14491","G1","G1"
"14492","S","G1"
"14493","S","G1S"
"14494","S","G1"
"14495","G2M","G2M"
"14496","G1","G1"
"14497","G1","G1"
"14498","G2M","M"
"14499","G1","G1"
"14500","G1","G1"
"14501","G2M","M"
"14502","S","G1S"
"14503","G1","G1"
"14504","G2M","M"
"14505","S","G1"
"14506","G2M","M"
"14507","G1","G1"
"14508","G1","G1"
"14509","G1","G1"
"14510","G1","M"
"14511","G2M","G2"
"14512","G1","G1"
"14513","G1","G1"
"14514","G1","G1"
"14515","G1","G1"
"14516","G1","G1"
"14517","S","G1"
"14518","G1","G1"
"14519","G2M","M"
"14520","S","G1S"
"14521","S","G2"
"14522","G1","G1"
"14523","G2M","G1"
"14524","S","G1"
"14525","G1","G1"
"14526","G1","G1"
"14527","G1","G1"
"14528","S","G1"
"14529","G1","G1"
"14530","G1","G1"
"14531","S","G1S"
"14532","G1","G1"
"14533","G1","G1"
"14534","G1","G1"
"14535","G2M","M"
"14536","G1","G1"
"14537","S","G1"
"14538","G1","G1"
"14539","S","G1S"
"14540","G1","G1"
"14541","G2M","G2M"
"14542","G2M","G2"
"14543","G1","G1"
"14544","G1","G1"
"14545","G1","M"
"14546","G1","G1"
"14547","G1","G1"
"14548","G1","G1"
"14549","G2M","G2"
"14550","S","G1"
"14551","G1","G1"
"14552","G1","G1"
"14553","S","S"
"14554","G2M","M"
"14555","S","G1"
"14556","G2M","M"
"14557","G1","G1"
"14558","G2M","G2"
"14559","G2M","M"
"14560","G1","G1"
"14561","G1","G1"
"14562","G1","G1"
"14563","G1","G1"
"14564","G1","G1"
"14565","G1","G1"
"14566","S","G1S"
"14567","S","G1"
"14568","G1","G1"
"14569","G2M","M"
"14570","G1","G1"
"14571","G1","G1"
"14572","S","G1S"
"14573","G1","G1"
"14574","G1","G1"
"14575","G2M","G2"
"14576","S","G1"
"14577","G2M","M"
"14578","G2M","G1"
"14579","G1","G1"
"14580","G1","G1"
"14581","G1","G1"
"14582","G1","G1"
"14583","S","G1"
"14584","G1","G1"
"14585","G2M","G1"
"14586","G1","G1"
"14587","G1","G1"
"14588","G1","G1"
"14589","S","G1S"
"14590","G1","G1"
"14591","S","G1S"
"14592","G1","G1"
"14593","S","G1"
"14594","G1","G1"
"14595","G1","G1"
"14596","G1","G1"
"14597","G2M","M"
"14598","G2M","G1"
"14599","G2M","M"
"14600","S","G1"
"14601","G1","G1"
"14602","G1","G1"
"14603","G2M","G1"
"14604","G1","G1"
"14605","G1","G1"
"14606","G1","G1"
"14607","G1","G1"
"14608","G1","G1"
"14609","S","G1"
"14610","G2M","M"
"14611","G2M","M"
"14612","G1","G1"
"14613","G1","G1"
"14614","G1","G1"
"14615","S","G1"
"14616","G2M","M"
"14617","G2M","M"
"14618","G1","G1"
"14619","G1","G1"
"14620","G1","G1"
"14621","G1","G1"
"14622","G1","G1"
"14623","G1","G1"
"14624","G1","G1"
"14625","G1","G1"
"14626","G1","G1"
"14627","S","G1"
"14628","G1","G1"
"14629","G1","G1"
"14630","G2M","M"
"14631","G2M","G1"
"14632","G1","G1"
"14633","G1","G1"
"14634","G2M","M"
"14635","S","G1"
"14636","G1","G1"
"14637","G1","G1"
"14638","G1","G1"
"14639","G1","G1"
"14640","S","G1S"
"14641","G1","G1"
"14642","S","G1"
"14643","G2M","M"
"14644","S","G1"
"14645","G1","G1"
"14646","G1","G1"
"14647","G1","G1"
"14648","G1","G1"
"14649","S","G1"
"14650","G1","G1"
"14651","G2M","M"
"14652","G2M","G2M"
"14653","G1","G1"
"14654","G1","G1"
"14655","G2M","M"
"14656","G1","G1"
"14657","G1","G1"
"14658","S","G1"
"14659","G2M","G2M"
"14660","G1","G1"
"14661","S","G1"
"14662","G2M","M"
"14663","G2M","M"
"14664","S","S"
"14665","G1","G1"
"14666","G2M","M"
"14667","G1","G1"
"14668","G1","G1"
"14669","S","G1"
"14670","S","G1"
"14671","S","G1"
"14672","S","G1"
"14673","S","G1"
"14674","S","G2"
"14675","S","G1"
"14676","G1","G1"
"14677","G1","G1"
"14678","S","G1"
"14679","G1","G1"
"14680","G1","G1"
"14681","S","G1"
"14682","S","G1"
"14683","G1","G1"
"14684","G2M","G1"
"14685","G1","G1"
"14686","G1","G1"
"14687","G1","G1"
"14688","S","G1"
"14689","G1","G1"
"14690","G2M","G1"
"14691","G1","G1"
"14692","G1","G1"
"14693","S","G1"
"14694","G2M","M"
"14695","G1","G1"
"14696","S","G1"
"14697","G1","G1"
"14698","G1","G1"
"14699","G1","G1"
"14700","G1","G1"
"14701","S","G2M"
"14702","S","G1"
"14703","G1","G1"
"14704","S","S"
"14705","G1","G1"
"14706","G2M","G2"
"14707","G2M","M"
"14708","G2M","M"
"14709","S","G1"
"14710","S","G1"
"14711","G2M","M"
"14712","G2M","M"
"14713","G1","G1"
"14714","G1","G1"
"14715","S","G1S"
"14716","G1","G1"
"14717","G1","G1"
"14718","G1","G1"
"14719","S","G1"
"14720","G1","G1"
"14721","G1","G1"
"14722","S","M"
"14723","S","G1"
"14724","S","G2M"
"14725","G1","G1"
"14726","S","G1"
"14727","G1","G1"
"14728","G1","G1"
"14729","G1","G1"
"14730","G1","G1"
"14731","G1","G1"
"14732","G1","G1"
"14733","G1","G1"
"14734","G2M","M"
"14735","G2M","M"
"14736","G1","G1"
"14737","G1","G1"
"14738","S","G1"
"14739","G1","G1"
"14740","G1","G1"
"14741","G1","G1"
"14742","S","G1"
"14743","S","G1"
"14744","G1","G1"
"14745","G1","G1"
"14746","G1","G1"
"14747","G1","G1"
"14748","S","G1"
"14749","G1","G1"
"14750","G1","G1"
"14751","S","G1"
"14752","S","G1"
"14753","S","G1"
"14754","G1","G1"
"14755","G2M","M"
"14756","G2M","M"
"14757","G1","G1"
"14758","G1","G1"
"14759","S","G1"
"14760","G2M","M"
"14761","G1","G1"
"14762","G2M","M"
"14763","G1","G1"
"14764","G1","G1"
"14765","G1","G1"
"14766","G2M","G2M"
"14767","S","G1"
"14768","G1","G1"
"14769","G1","G1"
"14770","G2M","M"
