"","Phase","recat"
"21634","S","G1"
"21635","G2M","G2M"
"21636","S","G1"
"21637","G2M","G2M"
"21638","S","G1"
"21639","G1","G1"
"21640","G1","G1"
"21641","G1","G1"
"21642","G1","G1"
"21643","G1","G1"
"21644","G1","G1"
"21645","G1","G1"
"21646","S","G1"
"21647","G2M","M"
"21648","S","G1"
"21649","G1","G1"
"21650","G1","G1"
"21651","S","G1"
"21652","G2M","M"
"21653","G1","G1"
"21654","S","G1"
"21655","S","G1"
"21656","G1","G1"
"21657","G1","G1"
"21658","G1","G1"
"21659","G1","G1"
"21660","G1","G1"
"21661","G2M","M"
"21662","G1","G1"
"21663","G1","G1"
"21664","G2M","G2M"
"21665","G1","G1"
"21666","G2M","M"
"21667","G1","G1"
"21668","S","G1S"
"21669","G1","G1"
"21670","G2M","M"
"21671","G2M","M"
"21672","S","G1"
"21673","S","G1S"
"21674","S","G1"
"21675","G1","G1"
"21676","G1","G1"
"21677","G2M","M"
"21678","S","G1S"
"21679","S","G1"
"21680","G1","G1"
"21681","S","G1"
"21682","G1","G1"
"21683","G1","G1"
"21684","S","G1"
"21685","G1","G1"
"21686","S","G1S"
"21687","G1","G1"
"21688","G1","G1"
"21689","G1","G1"
"21690","G1","G1"
"21691","G1","G1"
"21692","G1","G1"
"21693","G1","G1"
"21694","G2M","G2M"
"21695","G1","G1"
"21696","G1","G1"
"21697","S","G1S"
"21698","S","G1S"
"21699","G1","G1"
"21700","G1","G1"
"21701","G1","G1"
"21702","G1","G1"
"21703","G1","G1"
"21704","G1","G1"
"21705","S","G1"
"21706","G1","G1"
"21707","G1","G1"
"21708","G1","G1"
"21709","G2M","G1"
"21710","G2M","M"
"21711","G1","G1"
"21712","G2M","M"
"21713","G1","G1"
"21714","G1","G1"
"21715","G2M","G1"
"21716","G1","G1"
"21717","G1","G1"
"21718","S","G1"
"21719","G1","G1"
"21720","S","G1S"
"21721","G1","G1"
"21722","G1","G1"
"21723","G2M","M"
"21724","G1","G1"
"21725","G1","G1"
"21726","G1","G1"
"21727","G2M","M"
"21728","G1","G1"
"21729","G1","G1"
"21730","G2M","G2"
"21731","G2M","M"
"21732","G2M","G2M"
"21733","G1","G1"
"21734","S","G1"
"21735","S","G1S"
"21736","G1","G1"
"21737","G1","G1"
"21738","G1","G1"
"21739","G1","G1"
"21740","S","G1"
"21741","G1","G1"
"21742","G1","G1"
"21743","G1","G1"
"21744","G1","G1"
"21745","G1","G1"
"21746","G2M","G1"
"21747","G2M","M"
"21748","G1","G1"
"21749","G1","G1"
"21750","G1","G1"
"21751","S","G1"
"21752","G2M","G2M"
"21753","G1","G1"
"21754","G1","G1"
"21755","G2M","M"
"21756","G2M","G2M"
"21757","S","G1"
"21758","S","G1S"
"21759","G1","G1"
"21760","G1","G1"
"21761","G2M","M"
"21762","G1","G1"
"21763","G1","M"
"21764","G1","G1"
"21765","S","G1S"
"21766","S","G1"
"21767","G2M","M"
"21768","G1","G1"
"21769","G1","G1"
"21770","G1","G1"
"21771","G1","G1"
"21772","G2M","M"
"21773","G1","G1"
"21774","G1","G1"
"21775","G1","G1"
"21776","G1","G1"
"21777","G1","G1"
"21778","G2M","G1"
"21779","G1","G1"
"21780","S","G1"
"21781","G1","G1"
"21782","G2M","M"
"21783","G1","G1"
"21784","G1","G1"
"21785","G1","G1"
"21786","S","G1"
"21787","G1","G1"
"21788","G2M","G2M"
"21789","G1","G1"
"21790","G2M","M"
"21791","S","G1"
"21792","G1","G1"
"21793","G1","G1"
"21794","G1","G1"
"21795","S","G1"
"21796","G1","G1"
"21797","G1","G1"
"21798","G1","G1"
"21799","S","S"
"21800","G1","G1"
"21801","G1","G1"
"21802","G1","G1"
"21803","G2M","M"
"21804","G1","G1"
"21805","G2M","G1"
"21806","S","G1"
"21807","G1","G1"
"21808","G1","G1"
"21809","G2M","M"
"21810","G2M","M"
"21811","G1","G1"
"21812","G1","G1"
"21813","S","G2"
"21814","G1","G1"
"21815","G1","G1"
"21816","S","G1"
"21817","G2M","G1"
"21818","G2M","M"
"21819","G1","G1"
"21820","G1","G1"
"21821","S","G1"
"21822","S","G2"
"21823","G2M","M"
"21824","G1","G1"
"21825","G1","G1"
"21826","S","G1"
"21827","G1","G1"
"21828","G2M","M"
"21829","G1","G1"
"21830","G2M","G1"
"21831","G1","G1"
"21832","G2M","M"
"21833","G1","G1"
"21834","G1","G1"
"21835","G2M","M"
"21836","G1","G1"
"21837","G1","G1"
"21838","G1","G1"
"21839","G1","G1"
"21840","G2M","M"
"21841","G2M","M"
"21842","G1","G1"
"21843","S","G1"
"21844","G1","G1"
"21845","G1","G1"
"21846","S","G1"
"21847","S","G1"
"21848","G2M","M"
"21849","G1","G1"
"21850","G1","G1"
"21851","G2M","G1"
"21852","S","G1S"
"21853","G1","G1"
"21854","G1","G1"
"21855","S","G2"
"21856","G2M","M"
"21857","G2M","M"
"21858","G2M","M"
"21859","S","G1"
"21860","S","G1"
"21861","S","G1"
"21862","G1","G1"
"21863","G1","G1"
"21864","G1","G1"
"21865","G1","G1"
"21866","G2M","M"
"21867","G1","G1"
"21868","G1","G1"
"21869","G1","G1"
"21870","S","G1"
"21871","G1","G1"
"21872","G1","G1"
"21873","G1","G1"
"21874","G1","G1"
"21875","S","G1"
"21876","G1","G1"
"21877","G2M","M"
"21878","G1","G1"
"21879","G1","G1"
"21880","G1","G1"
"21881","G1","G1"
"21882","S","G2M"
"21883","G2M","M"
"21884","G1","G1"
"21885","G1","G1"
"21886","G1","G1"
"21887","G1","G1"
"21888","G1","G1"
"21889","G1","G1"
"21890","G2M","M"
"21891","G1","G1"
"21892","G2M","G2"
"21893","G1","G1"
"21894","S","G1"
"21895","G1","G1"
"21896","G1","G1"
"21897","G2M","G2M"
"21898","G1","G1"
"21899","G1","G1"
"21900","G2M","M"
"21901","G1","G1"
"21902","G1","G1"
"21903","G1","G1"
"21904","G1","G1"
"21905","G1","G1"
"21906","G1","G1"
"21907","S","G1"
"21908","G2M","M"
"21909","G1","G1"
"21910","G1","G1"
"21911","S","G1"
"21912","G2M","G2M"
"21913","G1","G1"
"21914","G2M","G2M"
"21915","G1","G1"
"21916","G1","G1"
"21917","G1","G2M"
"21918","S","G1"
"21919","G1","G1"
"21920","S","G1"
"21921","G1","G1"
"21922","G1","G1"
"21923","G1","G1"
"21924","G1","G1"
"21925","S","G1"
"21926","G2M","M"
"21927","S","G1"
"21928","G1","G1"
"21929","S","M"
"21930","G1","G1"
"21931","G1","G1"
"21932","G1","G1"
"21933","G1","G1"
"21934","G1","G1"
"21935","G2M","G1"
"21936","S","G1"
"21937","G1","G1"
"21938","G1","G1"
"21939","G1","G1"
"21940","G1","G1"
"21941","G1","G1"
"21942","G2M","G2"
"21943","G2M","M"
"21944","S","G1"
"21945","G2M","M"
"21946","G1","G1"
"21947","G1","G1"
"21948","G2M","G2"
"21949","G1","G1"
"21950","G2M","G2M"
"21951","G2M","G1"
"21952","G2M","G2M"
"21953","G1","G1"
"21954","S","G1"
"21955","G1","G1"
"21956","G1","G1"
"21957","G1","G1"
"21958","G1","G1"
"21959","G1","G1"
"21960","S","G1S"
"21961","G1","G1"
"21962","G2M","G2"
"21963","G2M","M"
"21964","G1","G1"
"21965","G2M","M"
"21966","S","G1"
"21967","G2M","G2M"
"21968","G2M","M"
"21969","G1","G1"
"21970","G2M","M"
"21971","G2M","M"
"21972","G2M","M"
"21973","G2M","G2"
"21974","G2M","M"
"21975","G1","G2M"
"21976","G2M","G2M"
"21977","G1","G1"
"21978","G1","G1"
"21979","G2M","G1S"
"21980","G1","G1"
"21981","S","G1"
"21982","G1","G1"
"21983","G1","G1"
"21984","G1","G1"
"21985","G1","G1"
"21986","G1","G1"
"21987","G2M","M"
"21988","G1","G1"
"21989","G1","G1"
"21990","S","G1"
"21991","G1","G1"
"21992","G2M","M"
"21993","S","G1"
"21994","S","G1S"
"21995","G1","G1"
"21996","G1","G1"
"21997","S","G1"
"21998","S","G1"
"21999","G1","G1"
"22000","G1","G1"
"22001","G1","G1"
"22002","S","G1"
"22003","G1","G1"
"22004","G1","G1"
"22005","G1","G1"
"22006","G1","G1"
"22007","S","G1"
"22008","S","G1"
"22009","G1","G1"
"22010","S","G1"
"22011","S","G1"
"22012","G1","G1"
"22013","G2M","M"
"22014","G2M","M"
"22015","G1","G1"
"22016","G1","G1"
"22017","G2M","M"
"22018","G1","G1"
"22019","G1","G1"
"22020","G1","G1"
"22021","G1","G1"
"22022","G2M","M"
"22023","G1","G1"
"22024","S","G1"
"22025","G2M","M"
"22026","G2M","G1"
"22027","G2M","G1"
"22028","G2M","M"
"22029","S","G1"
"22030","G1","G1"
"22031","G1","G1"
"22032","G1","G1"
"22033","S","S"
"22034","G2M","M"
"22035","G2M","G1"
"22036","G1","G1"
"22037","S","G1"
"22038","G1","G1"
"22039","G1","G1"
"22040","G1","G1"
"22041","G1","G1"
"22042","G2M","M"
"22043","G2M","G2M"
"22044","G2M","M"
"22045","G2M","G1"
"22046","S","G1"
"22047","G1","G1"
"22048","S","G1"
"22049","G1","G1"
"22050","G2M","M"
"22051","G1","G1"
"22052","S","G1"
"22053","G1","G1"
"22054","S","G1"
"22055","G1","G1"
"22056","G2M","G1"
"22057","G1","G1"
"22058","G1","G1"
"22059","S","G1"
"22060","G1","G1"
"22061","G2M","M"
"22062","G2M","G1"
"22063","G1","G1"
"22064","G1","G1"
"22065","G1","G1"
"22066","G1","G1"
"22067","G2M","M"
"22068","S","G1"
"22069","S","G1"
"22070","G2M","G2M"
"22071","G1","G1"
"22072","G2M","G2M"
"22073","G1","G1"
"22074","G2M","M"
"22075","G1","G1"
"22076","G2M","M"
"22077","G1","G1"
"22078","G1","G1"
"22079","G1","G1"
"22080","G1","G1"
"22081","S","G1S"
"22082","G1","G1"
"22083","G2M","G1"
"22084","G1","G1"
"22085","G1","G1"
"22086","G1","G1"
"22087","G1","G1"
"22088","S","G1"
"22089","S","G1"
"22090","G2M","G1"
"22091","G1","G1"
"22092","G1","G1"
"22093","G1","G1"
"22094","S","G1S"
"22095","G2M","G2"
"22096","S","G1"
"22097","S","G1"
"22098","G1","G1"
"22099","G1","G1"
"22100","G1","G1"
"22101","G2M","G2"
"22102","G2M","M"
"22103","S","G1"
"22104","G1","G1"
"22105","G1","G1"
"22106","G1","G1"
"22107","G2M","G1"
"22108","G1","G1"
"22109","S","G1"
"22110","G1","G1"
"22111","G1","G1"
"22112","G2M","M"
"22113","S","G1"
"22114","S","G1"
"22115","G2M","M"
"22116","G1","G1"
"22117","G1","G1"
"22118","S","G1S"
"22119","G1","G1"
"22120","G1","G1"
"22121","S","G1"
"22122","G1","G1"
"22123","G1","G1"
"22124","G1","G1"
"22125","G1","G1"
"22126","G1","G1"
"22127","S","G1"
"22128","S","G1"
"22129","G1","G1"
"22130","G2M","G2M"
"22131","G2M","M"
"22132","G1","G1"
"22133","G1","G1"
"22134","G1","G1"
"22135","G1","G1"
"22136","S","G1"
"22137","S","G1"
"22138","G1","G1"
"22139","G2M","M"
"22140","G1","G1"
"22141","S","G1"
"22142","G1","G1"
"22143","G1","G1"
"22144","S","G1"
"22145","G1","G1"
"22146","G2M","G2"
"22147","G1","G1"
"22148","G1","M"
"22149","G2M","G1"
"22150","G2M","G1"
"22151","G1","G1"
"22152","G1","G1"
"22153","G1","G1"
"22154","S","G1"
"22155","G2M","M"
"22156","S","G1"
"22157","G1","G1"
"22158","G1","G1"
"22159","G1","G1"
"22160","G1","G1"
"22161","G2M","G1"
"22162","G1","G1"
"22163","S","S"
"22164","S","G1S"
"22165","G1","G1"
"22166","S","G1"
"22167","G1","G1"
"22168","G1","G1"
"22169","S","G1"
"22170","S","S"
"22171","G1","G1"
"22172","G2M","G1"
"22173","G2M","G2M"
"22174","S","G1S"
"22175","G2M","M"
"22176","S","S"
"22177","G1","G1"
"22178","G2M","M"
"22179","G1","G1"
"22180","G2M","M"
"22181","G2M","G2"
"22182","G1","G1"
"22183","G1","G1"
"22184","G2M","G2M"
"22185","G1","G1"
"22186","G1","G1"
"22187","G1","G1"
"22188","G1","G1"
"22189","G1","G1"
"22190","S","G1S"
"22191","G1","G1"
"22192","G1","G1"
"22193","G1","G1"
"22194","G1","G1"
"22195","S","G1"
"22196","S","G2"
"22197","G2M","G2M"
"22198","S","G1"
"22199","G2M","G2M"
"22200","G2M","M"
"22201","G1","G1"
"22202","G1","G1"
"22203","G2M","M"
"22204","G2M","G1"
"22205","G1","G1"
"22206","G1","G1"
"22207","G1","G1"
"22208","G1","G1"
"22209","G1","G1"
"22210","G1","G1"
"22211","G1","G1"
"22212","G1","G1"
"22213","G1","G1"
"22214","S","S"
"22215","G1","G1"
"22216","G1","G1"
"22217","G1","G1"
"22218","S","G1"
"22219","G1","G1"
"22220","G1","G1"
"22221","G1","G1"
"22222","G1","G1"
"22223","G1","G1"
"22224","G1","G1"
"22225","G1","G1"
"22226","G1","G1"
"22227","G1","G1"
"22228","S","G1S"
"22229","S","G1"
"22230","G1","G1"
"22231","S","G1"
"22232","G1","G1"
"22233","G1","G1"
"22234","S","G1"
"22235","G2M","M"
"22236","S","G1"
"22237","G1","G1"
"22238","G2M","M"
"22239","G2M","M"
"22240","G1","G1"
"22241","S","G1"
"22242","G1","G1"
"22243","G1","G1"
"22244","G1","G1"
"22245","G1","G1"
"22246","S","S"
"22247","G1","G1"
"22248","G1","G1"
"22249","S","G1"
"22250","G1","G1"
"22251","G1","G1"
"22252","G1","G1"
"22253","G1","G1"
"22254","G2M","M"
"22255","G1","G1"
"22256","G1","G1"
"22257","G2M","G1"
"22258","G1","G1"
"22259","G1","G1"
"22260","S","G1"
"22261","G1","G1"
"22262","G1","G1"
"22263","G1","G1"
"22264","G1","G1"
"22265","G2M","M"
"22266","G1","G1"
"22267","G2M","M"
"22268","G1","G1"
"22269","S","G1"
"22270","S","G1"
"22271","G1","G1"
"22272","G1","G1"
"22273","G1","G1"
"22274","S","G1"
"22275","G2M","G1"
"22276","G1","G1"
"22277","S","G1"
"22278","S","G1"
"22279","G1","G1"
"22280","G1","G1"
"22281","G1","G1"
"22282","S","G1"
"22283","G1","G1"
"22284","G1","G1"
"22285","G1","G1"
"22286","S","G1"
"22287","G2M","M"
"22288","S","G1S"
"22289","G1","G1"
"22290","G1","G1"
"22291","G1","G1"
"22292","S","G1"
"22293","G2M","M"
"22294","G1","G1"
"22295","G1","G1"
"22296","G1","G1"
"22297","G2M","M"
"22298","G2M","M"
"22299","G1","G1"
"22300","G1","G1"
"22301","G2M","G2M"
"22302","G1","G1"
"22303","G2M","M"
"22304","S","G1"
"22305","S","G1"
"22306","S","G2M"
"22307","G2M","M"
"22308","S","G1"
"22309","G1","G1"
"22310","S","S"
"22311","G2M","G2M"
"22312","S","G1"
"22313","G1","G1"
"22314","G1","G1"
"22315","G2M","G1"
"22316","S","G1S"
"22317","S","G1"
"22318","G1","G1"
"22319","S","G1"
"22320","G1","G1"
"22321","G1","G1"
"22322","G1","G1"
"22323","G2M","M"
"22324","G1","G1"
"22325","G1","G1"
"22326","G2M","M"
"22327","G1","G1"
"22328","S","S"
"22329","G1","G1"
"22330","G1","G1"
"22331","G1","G1"
"22332","G1","G1"
"22333","G1","G1"
"22334","G1","G1"
"22335","G1","G1"
"22336","G2M","G2M"
"22337","G2M","M"
"22338","S","G1"
"22339","G1","G1"
"22340","G1","G1"
"22341","G1","G1"
"22342","G1","G1"
"22343","G2M","G2M"
"22344","G1","G1"
"22345","G1","G1"
"22346","S","G1"
"22347","S","G1"
"22348","G2M","G1"
"22349","S","S"
"22350","G2M","M"
"22351","G2M","G1"
"22352","G1","G1"
"22353","G1","G1"
"22354","G2M","G1"
"22355","G1","G1"
"22356","G1","G1"
"22357","G1","G1"
"22358","G2M","G2M"
"22359","G2M","M"
"22360","G2M","M"
"22361","G2M","G1"
"22362","G1","G1"
"22363","S","G1"
"22364","G2M","M"
"22365","G2M","M"
"22366","S","G1"
"22367","S","G1"
"22368","G2M","M"
"22369","G1","G1"
"22370","G1","S"
"22371","G2M","M"
"22372","G1","G1"
"22373","S","G1S"
"22374","G1","G1"
"22375","G2M","G1"
"22376","S","G1S"
"22377","G1","G1"
"22378","S","G1"
"22379","G1","G1"
"22380","G1","G1"
"22381","G1","G1"
"22382","G1","G1"
"22383","G1","G1"
"22384","G2M","M"
"22385","S","G1"
"22386","G1","G1"
"22387","G1","G1"
"22388","G1","G1"
"22389","G1","G1"
"22390","G1","G1"
"22391","G1","G1"
"22392","G2M","M"
"22393","S","G1"
"22394","G1","G1"
"22395","G1","G1"
"22396","G1","G1"
"22397","G1","G1"
"22398","S","G1"
"22399","G1","G1"
"22400","S","G1"
"22401","G2M","G2M"
"22402","S","G1"
"22403","G2M","M"
"22404","S","G1"
"22405","G1","G1S"
"22406","G1","G1"
"22407","G1","G1"
"22408","G2M","M"
"22409","S","G1"
"22410","G2M","M"
"22411","G1","G1"
"22412","G1","G1"
"22413","S","G1"
"22414","S","G1"
"22415","G2M","M"
"22416","S","G2M"
"22417","G2M","M"
"22418","G1","G1"
"22419","G2M","G1"
"22420","G1","G1"
"22421","G1","G1"
"22422","G2M","G2M"
"22423","G1","G1"
"22424","G2M","M"
"22425","G1","G1"
"22426","S","G1"
"22427","G1","G1"
"22428","G2M","G2M"
"22429","S","G1"
"22430","G1","G1"
"22431","G2M","M"
"22432","G2M","G1"
"22433","G1","G1"
"22434","G1","G1"
"22435","G1","G1"
"22436","S","G1"
"22437","G1","G1"
"22438","G1","G1"
"22439","G1","G1"
"22440","S","G1"
"22441","S","G1"
"22442","G1","G1"
"22443","G1","G1"
"22444","G1","G1"
"22445","G2M","M"
"22446","S","G1S"
"22447","G1","G1"
"22448","G1","G1"
"22449","G1","G1"
"22450","S","G1"
"22451","G1","M"
"22452","G1","G1"
"22453","G1","G1"
"22454","G1","G1"
"22455","G2M","G1"
"22456","S","G1"
"22457","S","G1S"
"22458","G1","G1"
"22459","G1","G1"
"22460","G2M","G2M"
"22461","G1","G1"
"22462","G2M","G1"
"22463","G1","G1"
"22464","G1","G1"
"22465","S","G1"
"22466","G2M","M"
"22467","S","G1"
"22468","G1","G1"
"22469","G1","G1"
"22470","G1","G1"
"22471","G1","G1"
"22472","G1","G1"
"22473","S","M"
"22474","G1","G1"
"22475","G1","G1"
"22476","G2M","G1"
"22477","G2M","M"
"22478","G1","G1"
"22479","S","G1S"
"22480","G2M","G1"
"22481","G2M","G1"
"22482","G2M","M"
"22483","G1","G1"
"22484","G2M","G2M"
"22485","G1","G1"
"22486","G2M","M"
"22487","G1","G1"
"22488","S","G1"
"22489","G1","G1"
"22490","S","G1"
"22491","G1","G1"
"22492","G1","G1"
"22493","G1","G1"
"22494","G2M","G2M"
"22495","G1","G1"
"22496","G1","M"
"22497","G1","G1"
"22498","G1","G1"
"22499","G1","G1"
"22500","G1","G1"
"22501","G1","G1"
"22502","G2M","M"
"22503","G1","G1"
"22504","G1","G1"
"22505","G1","G1"
"22506","S","G1"
"22507","G1","G1"
"22508","G2M","G2"
"22509","G1","G1"
"22510","G1","G1"
"22511","G2M","M"
"22512","G1","G1"
"22513","S","G1"
"22514","G1","G1"
"22515","G1","G1"
"22516","G2M","M"
"22517","G1","G1"
"22518","G2M","M"
"22519","G1","G1"
"22520","G2M","M"
"22521","G1","G1"
"22522","G1","G1"
"22523","G2M","M"
"22524","G1","G1"
"22525","S","G1"
"22526","G1","G1"
"22527","G1","G1"
"22528","G1","G1"
"22529","S","M"
"22530","G1","G1"
"22531","S","G1"
"22532","G1","G1"
"22533","G2M","M"
"22534","G1","G1"
"22535","G1","G1"
"22536","G2M","M"
"22537","G1","G1"
"22538","S","G1"
"22539","G2M","M"
"22540","G1","G1"
"22541","G2M","M"
"22542","S","G1"
"22543","S","S"
"22544","S","G1"
"22545","G1","G1"
"22546","S","G1"
"22547","G1","G1"
"22548","G2M","M"
"22549","G1","G1"
"22550","S","G1"
"22551","G1","G1"
"22552","G1","G1"
"22553","G1","G1"
"22554","G1","G1"
"22555","G2M","M"
"22556","G2M","G1"
"22557","G1","G1"
"22558","G1","G1"
"22559","G1","G1"
"22560","G2M","G2"
"22561","G1","G1"
"22562","G1","G1"
"22563","G1","G1"
"22564","G1","G1"
"22565","S","G1"
"22566","G1","G1"
"22567","G1","G1"
"22568","G1","G1"
"22569","G1","G1"
"22570","G2M","M"
"22571","G1","G1"
"22572","G1","G1"
"22573","G1","G1"
"22574","G2M","M"
"22575","G1","G1"
"22576","G1","G1"
"22577","G2M","M"
"22578","G1","G1"
"22579","G1","G1"
"22580","G2M","G1"
"22581","G2M","M"
"22582","G1","G1"
"22583","G1","G1"
"22584","G1","G1"
"22585","S","G1"
"22586","G2M","M"
"22587","G2M","M"
"22588","G2M","M"
"22589","G2M","G1"
"22590","G1","G1"
"22591","G1","G1"
"22592","G1","G1"
"22593","G1","G1"
"22594","G1","G1"
"22595","S","G1"
"22596","G1","G1"
"22597","G1","G1"
"22598","G1","G1"
"22599","G2M","G1"
"22600","G2M","M"
"22601","S","G1"
"22602","G1","G1"
"22603","G2M","M"
"22604","S","G1"
"22605","S","G1"
"22606","G1","G1"
"22607","G2M","M"
"22608","S","G1"
"22609","G1","G1"
"22610","S","G1"
"22611","S","G1S"
"22612","S","G1"
"22613","S","S"
"22614","G2M","M"
"22615","G2M","M"
"22616","G1","G1"
"22617","S","S"
"22618","G1","G1"
"22619","G1","G1"
"22620","S","G1"
"22621","G1","G1"
"22622","G1","G1"
"22623","G1","G1"
"22624","G1","G1"
"22625","G1","G1"
"22626","G1","G1"
"22627","G2M","G1"
"22628","S","G1"
"22629","G1","G1"
"22630","G1","G1"
"22631","G1","G1"
"22632","G2M","G2"
"22633","G2M","G2M"
"22634","G2M","G1"
"22635","S","G1"
"22636","G2M","G2M"
"22637","G1","G1"
"22638","G1","G1"
"22639","G1","G1"
"22640","G2M","M"
"22641","G1","G1"
"22642","G1","G1"
"22643","S","G1"
"22644","G1","G1"
"22645","G1","G1"
"22646","G1","G1"
"22647","G1","G1"
"22648","G2M","M"
"22649","G1","G1"
"22650","S","G1S"
"22651","G1","G1"
"22652","G1","G1"
"22653","G1","G1"
"22654","G1","G1"
"22655","G1","G1"
"22656","G1","G1"
"22657","G1","G1"
"22658","S","G1"
"22659","G1","G1"
"22660","S","G2"
"22661","G2M","G1"
"22662","S","G1S"
"22663","G1","G1"
"22664","G2M","M"
"22665","S","S"
"22666","G1","G1"
"22667","G1","G1"
"22668","G2M","M"
"22669","S","G1"
"22670","G2M","G1"
"22671","G1","G1"
"22672","G2M","G1"
"22673","G1","G1"
"22674","G1","G1"
"22675","G1","G1"
"22676","G2M","M"
"22677","G2M","G2M"
"22678","G1","G1"
"22679","G1","G1"
"22680","S","G1"
"22681","G1","G1"
"22682","G1","G1"
"22683","S","G1S"
"22684","G1","G1"
"22685","G1","G1"
"22686","G1","G1"
"22687","G1","G1"
"22688","S","G1"
"22689","G1","G1"
"22690","S","G1"
"22691","S","G1"
"22692","G1","G1"
"22693","G1","G1"
"22694","G1","G1"
"22695","G1","G1"
"22696","S","G1"
"22697","G1","G1"
"22698","G2M","M"
"22699","G1","G1"
"22700","S","G1"
"22701","S","G1"
"22702","G1","G1"
"22703","G1","G1"
"22704","G1","G1"
"22705","G1","G1"
"22706","G1","G1"
"22707","G1","G1"
"22708","G1","G1"
"22709","G1","G1"
"22710","G1","G1"
"22711","G2M","G2M"
"22712","G2M","G2M"
"22713","G1","G1"
"22714","G1","G1"
"22715","G1","G1"
"22716","G1","G1"
"22717","S","G1"
"22718","G1","G1"
"22719","G1","G1"
"22720","G1","G1"
"22721","G2M","M"
"22722","G1","G1"
"22723","G2M","G1"
"22724","G2M","M"
"22725","G1","G1"
"22726","G2M","G2M"
"22727","S","G1"
"22728","S","G1"
"22729","G1","G1"
"22730","G2M","M"
"22731","G1","G1"
"22732","G1","G1"
"22733","G2M","M"
"22734","G2M","G1"
"22735","G1","G1"
"22736","G1","G1"
"22737","S","G1"
"22738","G1","G1"
"22739","S","G1"
"22740","S","G1"
"22741","G1","G1"
"22742","G1","G1"
"22743","S","G1"
"22744","G2M","G2"
"22745","G1","G1"
"22746","G1","G1"
"22747","G1","G1"
"22748","S","G2"
"22749","S","G1"
"22750","G2M","M"
"22751","G1","G1"
"22752","G1","G1"
"22753","S","G1"
"22754","G2M","G1"
"22755","G2M","M"
"22756","G1","G1"
"22757","S","S"
"22758","G2M","M"
"22759","S","G1"
"22760","G1","G1"
"22761","G2M","M"
"22762","G1","G1"
"22763","G1","G1"
"22764","G1","G1"
"22765","G1","G1"
"22766","G1","G1"
"22767","G1","G1"
"22768","G2M","G1"
"22769","G1","G1"
"22770","G1","G2M"
"22771","G1","G1"
"22772","G1","G1"
"22773","G1","G1"
"22774","G2M","M"
"22775","G1","G1"
"22776","G1","G1"
"22777","S","G1"
"22778","S","G1"
"22779","G1","G1"
"22780","G1","G1"
"22781","G1","M"
"22782","G1","G1"
"22783","G1","G1"
"22784","G1","G1"
"22785","G2M","G2M"
"22786","G1","G1"
"22787","G1","G1"
"22788","S","G1"
"22789","G2M","M"
"22790","G1","G1"
"22791","S","G1S"
"22792","G1","G1"
"22793","G2M","M"
"22794","G1","G1"
"22795","S","G1"
"22796","G1","G1"
"22797","G1","G1"
"22798","G2M","M"
"22799","G1","G1"
"22800","G1","G1"
"22801","G1","G1"
"22802","G1","G1"
"22803","G2M","M"
"22804","G1","G1"
"22805","G2M","G2M"
"22806","G1","G1"
"22807","G2M","M"
"22808","S","S"
"22809","G1","G1"
"22810","G2M","G1"
"22811","G1","G1"
"22812","G1","G1"
"22813","G1","G1"
"22814","G1","G1"
"22815","G1","G1"
"22816","G1","G1"
"22817","G1","G1"
"22818","S","G1"
"22819","G1","G1"
"22820","G2M","G2M"
"22821","G2M","G2M"
"22822","G1","G1"
"22823","G2M","M"
"22824","G1","G1"
"22825","G2M","M"
"22826","G1","G1"
"22827","G2M","M"
"22828","S","G1"
"22829","G1","G1"
"22830","G1","G1"
"22831","G2M","G2M"
"22832","G1","G1"
"22833","G2M","M"
"22834","G1","G1"
"22835","S","G1"
"22836","G1","G1"
"22837","G1","G1"
"22838","S","G1"
"22839","G1","G1"
"22840","G2M","G1"
"22841","S","M"
"22842","S","G1"
"22843","G1","G1"
"22844","S","G1"
"22845","G2M","M"
"22846","G1","G1"
"22847","G1","G1"
"22848","G1","G1"
"22849","G1","G1"
"22850","S","G1"
"22851","G2M","M"
"22852","G1","G1"
"22853","G1","G1"
"22854","G1","G1"
"22855","G1","G1"
"22856","G1","G1"
"22857","G1","G1"
"22858","S","G1"
"22859","G1","G1"
"22860","S","G1"
"22861","S","G1"
